Name,School,Score
Jack Abraham,Southern Mississippi,0.1676238787
Logan Bonner,Arkansas State,0.1548370479
Kedon Slovis,USC,0.04678228523
Jarrett Guarantano,Tennessee,0.04195900589
Dylan Morris,Washington,-0.002707924258
Henry Colombi,Texas Tech,-0.004065870397
Kenny Pickett,Pitt,-0.04624558884
Tyler Shough,Oregon,-0.05215712812
Asher O'Hara,Middle Tennessee State,-0.07233366093
Chance Lovertich,South Alabama,-0.09109319659
Will Rogers,Mississippi State,-0.09252615441
Jason Bean,North Texas,-0.09815423206
Levi Williams,Wyoming,-0.1137029171
Chase Garbers,California,-0.1213102462
Spencer Petras,Iowa,-0.1284525258
Brady McBride,Texas State,-0.1393341723
Michael Pratt,Tulane,-0.1406137108
Tristan Gebbia,Oregon State,-0.1652789683
Nick Tronti,Florida Atlantic,-0.2302522815
Tanner Morgan,Minnesota,-0.2974370869
Graham Mertz,Wisconsin,-0.2978627254
Chance Nolan,Oregon State,-0.306573133
Tommy Devito,Syracuse,-0.3189759801
Joe Milton,Michigan,-0.344905184
Spencer Sanders,Oklahoma State,-0.436825197
Jayden De Laura,Washington State,-0.4477349585
Gavin Hardison,UTEP,-0.447831249
Charlie Brewer,Baylor,-0.4561854872
Collin Hill,South Carolina,-0.5047459531
Alan Bowman,Texas Tech,-0.5414604682
Cornelious Brown,Georgia State,-0.5421315021
Matt Corral,Ole Miss,-0.5739313044
Max Gilliam,UNLV,-0.6021063971
Carson Baker,San Diego State,-0.603661115
Payton Thorne,Michigan State,-0.6362182974
Grant Wells,Marshall,-0.6468149672
Carter Bradley,Toledo,-0.6547674818
Jason Shelley,Utah State,-0.6565399982
Jacob Free,Troy,-0.6786470588
Malik Cunningham,Louisville,-0.685907475
Jordan Travis,Florida State,-0.6945815942
Lindell Stone,Virginia,-0.7667533194
Jeremy Hunt,Louisiana-Monroe,-0.7721143588
Holton Ahlers,East Carolina,-0.7877863873
Colby Suits,Louisiana-Monroe,-0.7926819577
Peyton Ramsey,Northwestern,-0.8165781415
TJ Finley,LSU,-0.8688569483
Sean Clifford,Penn State,-0.8953541429
Stetson Bennett,Georgia,-0.8985117908
Anthony Russo,Temple,-0.9157426232
Clayton Tune,Houston,-0.9508646625
Trae Hall,New Mexico,-0.9777879474
Tyler Vitt,Texas State,-1.018892702
Jalon Daniels,Kansas,-1.091303712
Zach Gibson,Akron,-1.105974439
Zac Thomas,Appalachian State,-1.113554819
Miles Kendrick,Kansas,-1.142845426
Jake Bentley,Utah,-1.17425811
Brennan Armstrong,Virginia,-1.189898418
Sam Noyer,Colorado,-1.212554289
Ken Seals,Vanderbilt,-1.244418118
Taulia Tagovailoa,Maryland,-1.369933684
Noah Vedral,Rutgers,-1.374064695
Bailey Hockman,North Carolina State,-1.386967951
Zach Smith,Tulsa,-1.449356216
Rex Culpepper,Syracuse,-1.971706984
Bryson Lucero,UAB,-2.015412746
Matt McDonald,Bowling Green State,-2.088103809
Rocky Lombardi,Michigan State,-2.222107218
Jeff Sims,Georgia Tech,-2.2839513
Will Howard,Kansas State,-2.468553153
K.J. Costello,Mississippi State,-2.474482058
Aaron Allen,Louisiana Tech,-2.519501673
Chase Brice,Duke,-3.084152476
