Name,School,Score
Tanner Lee,Tulane,-0.3120984718
Jeremy Johnson,Auburn,-0.314956446
Kyle Shurmur,Vanderbilt,-0.3234495394
Travis Wilson,Utah,-0.3256353196
Jaquez Johnson,Florida Atlantic,-0.3455995836
Damarcus Smith,North Texas,-0.3480316972
Blake Decker,UNLV,-0.3566954846
Fredi Knighten,Arkansas State,-0.3642980627
Mitch Leidner,Minnesota,-0.3733763805
Kurt Palandech,UNLV,-0.3825874787
Brooks Haack,Louisiana,-0.4159304597
Kilton Anderson,Fresno State,-0.458894133
Peyton Bender,Washington State,-0.4836377016
David Blough,Purdue,-0.4870993074
Andrew Allen,New Mexico State,-0.4936603558
Joe Hubener,Kansas State,-0.4959503404
Cameron Coffman,Wyoming,-0.5432475828
Brenden Motley,Virginia Tech,-0.5691796617
Perry Orth,South Carolina,-0.6193847395
Cade Apsay,Colorado,-0.6355031099
Nick Mitchell,Oregon State,-0.6383024479
Zack Greenlee,Fresno State,-0.6472506416
Joel Stave,Wisconsin,-0.6497827879
Nick Stevens,Colorado State,-0.6607815007
Sam B. Richardson,Iowa State,-0.6674211564
James Tabary,Arkansas State,-0.704320581
Drew Kummer,Miami (OH),-0.7413923438
Jeff Smith,Boston College,-0.7543178326
Brogan Roback,Eastern Michigan,-0.7741820749
Justin Thomas,Georgia Tech,-0.7905555448
Austin Appleby,Purdue,-0.795716582
Skyler Howard,West Virginia,-0.8159169977
Ikaika Woolsey,Hawaii,-0.8246810252
Michael Birdsong,Marshall,-0.8596949844
George Bollas,Kent State,-0.9153886249
Ryan Metz,UTEP,-0.9453429339
Garrett Smith,Louisiana-Monroe,-1.000119388
Tommy Woodson,Akron,-1.015427746
Chuckie Keeton,Utah State,-1.026259052
Clayton Thorson,Northwestern,-1.029021384
Chris Laviano,Rutgers,-1.092325826
Brooks Barden,Charlotte,-1.113169125
Blake Frohnapfel,Massachusetts,-1.116703667
Drew Lock,Missouri,-1.140957814
Austin Apodaca,New Mexico,-1.158725852
Kyler Murray,Texas A&amp;M,-1.246631297
Hayden Moore,Cincinnati,-1.274562731
Ryan Willis,Kansas,-1.291769737
John Wolford,Wake Forest,-1.325618761
Tommy Armstrong Jr,Nebraska,-1.472057495
Joe Licata,Buffalo,-1.512885247
Earnest Carrington,Louisiana-Monroe,-1.695606169
Bo Schneider,UCF,-1.756935693
Patrick Towles,Kentucky,-1.936991582
Johnny McCrary,Vanderbilt,-2.07715179
Matt Johns,Virginia,-2.131027033
Lee McNeill,Charlotte,-2.2625623
Cody Clements,South Alabama,-2.305552498
Billy Bahl,Miami (OH),-2.732382716
Justin Holman,UCF,-2.935720103
Perry Hills,Maryland,-3.045762984
Max Wittek,Hawaii,-3.187076834
Caleb Rowe,Maryland,-4.051878357
