Name,School,Score
Cole Kelley,Arkansas,0.08165351695
Chason Virgil,Fresno State,0.06151612711
Kyle Allen,Houston,0.0610790227
Darius Wade,Boston College,0.0459282258
Jacob Park,Iowa State,0.01246287612
Kyle Shurmur,Vanderbilt,-0.03900510694
Ben Hicks,SMU,-0.04536936391
Keller Chryst,Stanford,-0.08303624309
Khalil Tate,Arizona,-0.09651269452
Shea Patterson,Ole Miss,-0.1169324196
Hayden Moore,Cincinnati,-0.138363242
Keon Howard,Southern Mississippi,-0.145278235
Sam Ehlinger,Texas,-0.1520702223
Chris Chugunov,West Virginia,-0.1535121101
Jake Luton,Oregon State,-0.1707061461
Max Bortenschlager,Maryland,-0.1727417306
Kilton Anderson,Coastal Carolina,-0.1780921664
Jordan Love,Utah State,-0.1863534145
Luke Falk,Washington State,-0.1945678959
Frank Nutile,Temple,-0.1968892889
Tyler Huntley,Utah,-0.2464312897
Ty Gangi,Nevada,-0.2698077232
Conor Rhoda,Minnesota,-0.2740783468
Troy Williams,Utah,-0.3187159658
Richard Lagow,Indiana,-0.3323477841
Ben DiNucci,Pitt,-0.3690205368
Billy Bahl,Miami (OH),-0.369244388
Kyle Postma,Houston,-0.4257883798
Justice Hansen,Arkansas State,-0.4511816036
Kent Myers,Utah State,-0.4680810508
Brent Stockstill,Middle Tennessee State,-0.4879699898
Nathan Elliott,North Carolina,-0.4943820152
Tyler Hilinski,Washington State,-0.5033248008
Kellen Mond,Texas A&amp;M,-0.5082425452
Clayton Thorson,Northwestern,-0.5247217697
Damian Williams,Texas State,-0.5323264218
Daniel Santacaterina,Northern Illinois,-0.5470315422
Mason Fine,North Texas,-0.5547016351
Jake Bentley,South Carolina,-0.557642672
Reece Goddard,Western Michigan,-0.5944839253
Daniel Jones,Duke,-0.59585894
Joe Critchlow,Brigham Young,-0.6343585714
Nick Fitzgerald,Mississippi State,-0.6493326157
Dallas Davis,South Alabama,-0.6546035888
Drew Plitt,Ball State,-0.6871083511
Cole Garvin,South Alabama,-0.7363741043
Ross Bowers,California,-0.7670815452
Logan Marchi,Temple,-0.780553306
Jordan Davis,Louisiana,-0.7975063354
Tommy Woodson,Akron,-0.8280224736
Quinten Dormady,Tennessee,-0.8814266907
James Blackman,Florida State,-0.921488151
Darell Garretson,Oregon State,-0.9611931194
Zack Mahoney,Syracuse,-0.9913727367
Feleipe Franks,Florida,-0.9984465797
David Pindell,Connecticut,-1.013525347
John O'Korn,Michigan,-1.018450183
Zach Smith,Baylor,-1.032379608
Chase Litton,Marshall,-1.071493064
James Morgan,Bowling Green State,-1.071664266
Malik Rosier,Miami (FL),-1.075183382
Thomas Sirk,East Carolina,-1.105019211
John Urzua,Middle Tennessee State,-1.11454805
Carter Stanley,Kansas,-1.13291014
Chayce Crouch,Illinois,-1.150686363
Tanner Mangum,Brigham Young,-1.204090034
Zack Greenlee,UTEP,-1.282577094
Kyle Bolin,Rutgers,-1.283984553
Jackson Tyner,Rice,-1.287164574
Tyler Rogers,New Mexico State,-1.30243394
Josh Love,San Jose State,-1.312683685
Anthony Brown,Boston College,-1.409700102
Tevaka Tuioti,New Mexico,-1.415263658
Peyton Bender,Kansas,-1.489250023
Ryan Metz,UTEP,-1.50841504
Montel Aaron,San Jose State,-1.561113407
Alex Hornibrook,Wisconsin,-1.57053797
Lamar Jordan,New Mexico,-1.588797851
Brogan Roback,Eastern Michigan,-1.673214234
Jack Milas,Ball State,-1.715373968
Tanner Lee,Nebraska,-1.766588217
Demry Croft,Minnesota,-1.927923049
Shane Morris,Central Michigan,-1.944709372
Jeff George Jr.,Illinois,-1.952661716
Steven Williams,Old Dominion,-1.954800982
Hasaan Klugh,Charlotte,-2.251014074
George Bollas,Kent State,-2.983391407
