Name,School,Score
Tavien Feaster,Clemson,-0.4886156966
Manny Morgan,Akron,-0.4940340742
Darian Green,Ball State,-0.5033885833
Johnathan Hawkins,Buffalo,-0.5174556266
Keith Mixon,Mississippi State,-0.528470987
Dexter Williams,Notre Dame,-0.5338727872
Warren Ball,Akron,-0.5358150567
Tarean Folston,Notre Dame,-0.5383855306
Jonathan Ward,Central Michigan,-0.545081861
Troy McCormick,Utah,-0.5487498773
Darius Hoggins,Louisiana,-0.554860832
Justin Stockton,Texas Tech,-0.5644782889
Denzal Brantley,Idaho,-0.56660899
Isaiah Wright,Temple,-0.5721676819
Marvin Zanders,Missouri,-0.5740940536
David Williams,South Carolina,-0.5757477006
Darrel Williams,LSU,-0.5817344719
Squally Canada,Brigham Young,-0.6006222287
Kyler Neal,Georgia State,-0.6137843373
Martell Pettaway,West Virginia,-0.6179389601
Hyleck Foster,Marshall,-0.6200430561
Anthony Anderson,Marshall,-0.6232390651
Gus Edwards,Miami (FL),-0.6265417059
Marquez Trigg,Western Kentucky,-0.6336745459
Reggie Gallaspy II,North Carolina State,-0.6363560511
Damion Jones-Moore,Toledo,-0.6478191678
Daryl Chestnut,New Mexico,-0.6502244754
Chawntez Moss,Pitt,-0.6629097867
Ron Johnson,Connecticut,-0.663526032
Abdul Adams,Oklahoma,-0.6745781244
Khalil Herbert,Kansas,-0.6747003488
Shaun Wick,Wyoming,-0.6865243313
Raymond Taylor,Tulsa,-0.7012682055
Malik Dunner,Ball State,-0.7106072249
Ashton Shumpert,Mississippi State,-0.7155472195
Marshawn Williams,Virginia Tech,-0.7197122592
Trey Edmunds,Maryland,-0.724369695
Khalil Tate,Arizona,-0.7246639864
J.J. Green,Georgia Tech,-0.7248461759
Will Matthews,Kent State,-0.7281761522
Jake Funk,Maryland,-0.7508413
Teddy Williamson,Ball State,-0.7601830863
Mulbah Car,Houston,-0.7662821701
James White,Texas A&amp;M,-0.7688202572
Tyler Natee,Indiana,-0.7698239897
Tyler Siudzinski,Texas State,-0.7701381906
Bo Hardy,Ohio,-0.7757063903
Brandon Holloway,Mississippi State,-0.7807112039
Duke Carter IV,Louisiana-Monroe,-0.7825873701
Tre Bryant,Nebraska,-0.7867174718
Mark Allen,Penn State,-0.7872656919
Mike Majette,Indiana,-0.8007035432
Kendall Hinton,Wake Forest,-0.8042789002
Jordan Cronkrite,Florida,-0.8109109087
Taj McGowan,UCF,-0.8135202817
B.J. Emmons,Alabama,-0.8285130006
Dalvin Warmack,Kansas State,-0.8349404673
Kevrin Justice,Houston,-0.8363591579
Tyrell Johnson,Arizona,-0.8597063689
Nick Ralston,Arizona State,-0.8599199434
Nate Strong,Missouri,-0.8719647043
Nate Starks,UCLA,-0.8751901875
Jalan McClendon,North Carolina State,-0.876227151
Aaron Winchester,Georgia State,-0.8777911981
Myles Swain,Navy,-0.8827457588
Dion Ray,Louisiana,-0.8901428599
Sekai Lindsay,Massachusetts,-0.8908880343
B.J. Smith,Troy,-0.8968462389
Madre London,Michigan State,-0.9036750295
Darrynton Evans,Appalachian State,-0.9069733803
Ben LeMay,Charlotte,-0.9111324941
D.J. Jones,Akron,-0.9280698998
Terell West,Middle Tennessee State,-0.9363206134
Kyle Porter,Texas,-0.9380336313
Raymond Calais,Louisiana,-0.9382084202
Taiwan Deal,Wisconsin,-0.9389539836
Jason Huntley,New Mexico State,-0.9415732988
Derrick Green,Texas Christian,-0.9436032503
Richie Worship,Purdue,-0.9446346447
Tyshon Dye,Clemson,-0.9481927675
Qadree Ollison,Pitt,-0.9484896626
Johnathan Brantley,Tulane,-0.9525008129
Dominic Davis,USC,-0.9546436566
Alex Delton,Kansas State,-0.968961414
Sherman Badie,Tulane,-0.9715791707
Jager Gardner,Temple,-0.9803475866
Chad Voytik,Arkansas State,-0.9906954535
Jason Pellerin,Ole Miss,-0.9965137106
Richard Wilson,Boston College,-0.9965539271
Joseph Ajeigbe,Duke,-0.9993847165
Jordan Fredericks,Syracuse,-1.018311158
Gemonta Jackson,Old Dominion,-1.018886196
Tez Parks,Southern Mississippi,-1.027188709
Darrin Hall,Pitt,-1.030139643
Daryl Rollins Davis,Arkansas State,-1.033933794
Kene Nwangwu,Iowa State,-1.038036274
Lajuan Hunt,Utah State,-1.043682876
Darius Stubbs,Georgia State,-1.049816859
Jordan Wright,Louisiana,-1.057457953
Josh Hokit,Fresno State,-1.058079615
Tyler Rouse,Boston College,-1.070238347
Barry Sanders,Oklahoma State,-1.08010997
Paul Lucas,Oregon State,-1.087492236
Kerrith Whyte,Florida Atlantic,-1.092185047
Tra Barnett,Georgia State,-1.117345105
Spencer McInnis,Miami (OH),-1.123190768
Quadraiz Wadley,UTEP,-1.127021745
Matt Johnson,Charlotte,-1.127716195
Tylin Oden,Rutgers,-1.133225906
Kendrick Dorn,Georgia State,-1.135303329
Devonte Williams,Indiana,-1.141916005
Treyvon Green,Fresno State,-1.151561803
Adam Choice,Clemson,-1.154393201
Josh Hicks,Rutgers,-1.15928074
Deonta Moore,South Alabama,-1.167790524
Jalen Sparks,UCLA,-1.168338833
Kody Walker,Arkansas,-1.168654977
Cameron Scarlett,Stanford,-1.183065921
Demarcus Kirk,Georgia State,-1.23288566
Mason Petrino,Idaho,-1.238358827
Wyatt Schrepfer,Baylor,-1.258140145
Donovan Lee,Colorado,-1.29276551
Josh Marriner,Old Dominion,-1.308091189
Myles Washington,Kent State,-1.381851194
Wes Brown,Maryland,-1.386732472
Anthony Wyche,North Texas,-1.405528765
Alex Ross,Missouri,-1.417092497
Rocky Reid,Wake Forest,-1.518203059
Ruben Garnett,Middle Tennessee State,-1.525766416
Kavika Johnson,UTEP,-1.573564699
