Name,School,Score
Montee Ball,Wisconsin,5.475588184
Trent Richardson,Alabama,3.700680413
Robert Turbin,Utah State,3.535332973
LaMichael James,Oregon,3.528512396
Ronnie Hillman,San Diego State,3.020303528
Terrance Ganaway,Baylor,2.947334223
Bernard Pierce,Temple,2.947007204
Joseph Randle,Oklahoma State,2.936368334
Bobby Rainey,Western Kentucky,2.880074043
Orwin Smith,Georgia Tech,2.82513741
Chris Polk,Washington,2.786526065
Charles Sims,Houston,2.5085013
Doug Martin,Boise State,2.356879323
John White,Utah,2.282884931
Isaiah Pead,Cincinnati,2.275777548
Zach Line,SMU,2.245887674
Rex Burkhead,Nebraska,2.23159971
Kenjon Barner,Oregon,2.219593758
Adonis Thomas,Toledo,2.14423236
Michael Smith,Utah State,2.103618926
Kenny Turner,New Mexico State,2.082483288
David Wilson,Virginia Tech,2.068197836
Michael Hayes,Houston,2.055802224
Cyrus Gray,Texas A&amp;M,2.018147096
Henry Josey,Missouri,1.997410866
Robbie Rouse,Fresno State,1.992989815
Branden Oliver,Buffalo,1.971971129
Stepfan Taylor,Stanford,1.971939717
Giovani Bernard,North Carolina,1.961702041
Marcus Coker,Iowa,1.945845526
Vick Ballard,Mississippi State,1.88918909
Zac Stacy,Vanderbilt,1.810319007
Cameron Marshall,Arizona State,1.805222786
Lance Dunbar,North Texas,1.745912603
Gee Gee Greene,Navy,1.720042378
Morgan Williams,Toledo,1.622477734
Jasmin Hopkins,Northern Illinois,1.583592059
Le'Veon Bell,Michigan State,1.552597036
Lamar Miller,Miami (FL),1.53357372
Roddy Jones,Georgia Tech,1.530465147
Perry Jones,Virginia,1.514572967
Alfred Morris,Florida Atlantic,1.500768292
Malcolm Brown,Army,1.482546461
Jonas Gray,Notre Dame,1.473631176
Brandon Rutley,San Jose State,1.465223684
Isi Sofele,California,1.460853823
Fitzgerald Toussaint,Michigan,1.41278259
Andre Ellington,Clemson,1.400843911
Asher Clark,Air Force,1.385926326
Kedrick Rhodes,Florida International,1.38020283
Orleans Darkwa,Tulane,1.379739643
Chris Nwoke,Colorado State,1.377191382
Michael Dyer,Auburn,1.352999931
Waymon James,Texas Christian,1.348934203
Ray Graham,Pitt,1.310598814
Embry Peeples,Georgia Tech,1.296622733
Cierre Wood,Notre Dame,1.285465433
Christine Michael,Texas A&amp;M,1.24881938
Marcus Lattimore,South Carolina,1.246459268
Trey Watts,Tulsa,1.233751001
Eddie Lacy,Alabama,1.218573949
Curtis McNeal,USC,1.215728114
Raymond Maples,Army,1.204494953
Matthew Tucker,Texas Christian,1.201139716
Latavius Murray,UCF,1.179892107
Lampford Mark,Nevada,1.163608732
Onterio McCalebb,Auburn,1.151077109
Tracy Lampley,Southern Mississippi,1.144182515
Donte Harden,Ohio,1.137323158
Jeremy Smith,Oklahoma State,1.132764754
Jamal Woodyard,Southern Mississippi,1.129746343
Chris Rainey,Florida,1.124542571
Silas Redd,Penn State,1.122565015
Lyle McCombs,Connecticut,1.120658266
Ja'Terian Douglas,Tulsa,1.101166109
Dennis Johnson,Arkansas,1.091422121
C.J. Anderson,California,1.086531633
John Howell,Navy,1.081686903
Johnathan Franklin,UCLA,1.079254094
Rodney Stewart,Colorado,1.049885279
Houston,Indiana,1.043778363
Tyler Smith,Rice,0.9976109874
Dominique Whaley,Oklahoma,0.9970347894
Darrell Scott,South Florida,0.9790962012
Javonti Greene,Eastern Michigan,0.9667478895
David Sims,Georgia Tech,0.9551013795
Jyruss Edwards,Louisiana-Monroe,0.9474169509
Joe Banyard,UTEP,0.9363065352
Derrick Coleman,UCLA,0.931077642
Antwon Bailey,Syracuse,0.9019174315
Alvester Alexander,Wyoming,0.9000171869
Ed Wesley,Texas Christian,0.89714229
Matt Brown,Temple,0.8939566574
James White,Iowa State,0.8726876188
Trent Steelman,Army,0.8597194462
Paris Cotton,Central Michigan,0.848734234
Dustin Garrison,West Virginia,0.8343795824
Ka'Deem Carey,Arizona,0.8316109422
Davin Meggett,Maryland,0.8239612168
Brandon Pendergrass,Wake Forest,0.8122487273
Kevin Parks,Virginia,0.8082609421
Alonzo Harris,Louisiana,0.8063319682
Michael Ford,LSU,0.8050822896
Jahwan Edwards,Ball State,0.8018806835
Mike Dewitt,Air Force,0.7759903606
Jeff Demps,Florida,0.7736722854
James Washington,North Carolina State,0.7629240059
Lennon Creer,Louisiana Tech,0.7567017206
Anthon Samuel,Bowling Green State,0.7495029414
John Hubert,Kansas State,0.7491926316
Alfred Blue,LSU,0.7411463809
D.J. Harper,Boise State,0.7259299673
James White,Wisconsin,0.7251885103
Mike Ball,Nevada,0.7076781739
Akeem Daniels,Northern Illinois,0.6977511305
Kenny Hilliard,LSU,0.6869833638
Eric Stephens,Texas Tech,0.6803332402
Rickey Galvin,Washington State,0.6552831242
Tim Cornett,UNLV,0.6422994257
Jawan Jamison,Rutgers,0.6375850828
Isaiah Crowell,Georgia,0.6365875311
James Sims,Kansas,0.6324551553
Clifton Richardson,Virginia,0.6278946363
Chris Coyer,Temple,0.6240112087
David Fluellen,Toledo,0.6217139562
Tyler Gaffney,Stanford,0.6083831423
Demetris Murray,South Florida,0.5869813524
Aaron Santiago,Navy,0.574311277
Jawon Chisholm,Akron,0.5631474772
Fozzy Whittaker,Texas,0.5468929969
Devonta Freeman,Florida State,0.5441270743
Spencer Ware,LSU,0.5384532588
Broderick Green,Arkansas,0.537406788
Ralph Bolden,Purdue,0.5373182008
Billy Foster,Memphis,0.5301477901
Shawne Alston,West Virginia,0.5088228103
Roy Finch,Oklahoma,0.5084029838
Joey Iosefa,Hawaii,0.5042150378
Akeem Shavers,Purdue,0.4840935914
Jeremy Stewart,Stanford,0.4839543747
Bryce Beall,Houston,0.4810917659
Hunter Lee,Louisiana Tech,0.4745895457
Vincent Smith,Michigan,0.4668020048
JJ Di Luigi,Brigham Young,0.4575978001
Alexander Teich,Navy,0.4433974181
Turner Petersen,Rice,0.4379423895
Larry Dixon,Army,0.434230912
Raymond Carter,Colorado State,0.41585822
Edwin Baker,Michigan State,0.4089262863
Carlos Hyde,Ohio State,0.4020530459
Keola Antolin,Arizona,0.3901267327
Jacob Schmidt,Northwestern,0.3854309592
Kerwynn Williams,Utah State,0.3816960304
Juwan Thompson,Duke,0.3702381883
Blake Bell,Oklahoma,0.3678914085
Joe Bergeron,Texas,0.3677482917
Tevin Drake,Western Michigan,0.3619848932
Jordan Hall,Ohio State,0.3604026543
Brandon Bolden,Ole Miss,0.3594038561
Ronnie Wingo Jr.,Arkansas,0.3543659589
Greg Franklin,UAB,0.3487845904
Benny Cunningham,Middle Tennessee State,0.3387558479
Shawn Southward,Troy,0.338520073
Adam Muema,San Diego State,0.3071268817
Stefphon Jefferson,Nevada,0.2988867618
Frankie Jackson,Arkansas State,0.2765894113
Vic Anderson,Louisville,0.2744520275
Leilyon Myers,UTEP,0.2733859177
Jason Ford,Illinois,0.2716555412
Malcolm Brown,Texas,0.2692653473
Michael Alisa,Brigham Young,0.2583362629
Vernon Frazier,UTEP,0.2547597032
Tauren Poole,Tennessee,0.2511636664
Jalston Fowler,Alabama,0.2372677837
Marc Tyler,USC,0.2365125225
Troy Pollard,Illinois,0.2360368063
Rolandan Finch,Boston College,0.2337452984
Tron Martinez,Marshall,0.223740211
Jeff Scott,Ole Miss,0.219350195
Centarius Donald,Louisiana-Monroe,0.2073268772
Donovonn Young,Illinois,0.207299278
Dan Herron,Ohio State,0.191431541
Dominique Sherrer,Eastern Michigan,0.1808566843
Princeton McCarty,Idaho,0.1792563099
Kendial Lawrence,Missouri,0.1694922014
Rajion Neal,Tennessee,0.1608085104
Brandon Miller,Wyoming,0.1564065727
Dominque White,Eastern Michigan,0.1527261845
Ladarius Perkins,Mississippi State,0.145609749
Jacquise Terry,Kent State,0.1256219175
