Name,School,Score
Dontrelle Inman,Virginia,0.7546439328
Aubrey Quarles,Kansas State,0.7444260408
Noel Grigsby,San Jose State,0.7385678176
Travis Benjamin,Miami (FL),0.7360458294
Kris Burd,Virginia,0.7070230928
Scotty McKnight,Colorado,0.7018373621
Marvin Jones,California,0.6959131887
Aaron Dobson,Marshall,0.6825547861
Tyler Shoemaker,Boise State,0.6689620777
Nathan Palmer,Northern Illinois,0.6656147236
Dontavia Bogan,South Florida,0.6600702095
Robert Woods,USC,0.6339234314
Junior Hemingway,Michigan,0.6249232921
Terrence McCrae,Ohio,0.6231032582
Lance Kendricks,Wisconsin,0.6140993192
Greg Childs,Arkansas,0.6088631467
Willie Clark,Northern Illinois,0.6021731421
Kenny Stills,Oklahoma,0.5993146236
Rob Housler,Florida Atlantic,0.5858463513
Darius Johnson,SMU,0.5757820453
Willie Haulstead,Florida State,0.5677590581
Jarvis Williams,North Carolina State,0.5542367991
Kierrie Johnson,Houston,0.5397832858
Allen Muse,Arkansas State,0.5368759785
Ronald Johnson,USC,0.5283845465
Marcus Rivers,Buffalo,0.5221868148
Kyler Reed,Nebraska,0.5217371337
Luther Ambrose,Louisiana-Monroe,0.5082223349
Tyshon Goode,Kent State,0.4997274291
Taylor Stockemer,Arkansas State,0.4974459784
Tandon Doss,Indiana,0.4942275062
Jeremy Kerley,Texas Christian,0.4875455581
Chad Bumphis,Mississippi State,0.4752738982
Van Chew,Syracuse,0.4739254977
Detron Lewis,Texas Tech,0.4711257011
Chip Reeves,Troy,0.4539187939
Jack Tomlinson,Ball State,0.4503630596
Mike Jones,UAB,0.4426034338
Jerrel Jernigan,Troy,0.4259066494
Ryan Swope,Texas A&amp;M,0.4231650673
Greg Ellingson,Florida International,0.419875235
Paul Richardson,Colorado,0.4129493855
Jamar Newsome,UCF,0.4094435099
Johdrick Morris,Southern Mississippi,0.4051783212
Dwayne Frampton,Arkansas State,0.3967125173
Cameron Kenney,Oklahoma,0.370074387
Coby Fleener,Stanford,0.3616035418
Jared Karstetter,Washington State,0.3593300468
Terrell Zachery,Auburn,0.355293125
Marqueis Gray,Minnesota,0.3521108794
Damarlo Belcher,Indiana,0.3496531621
Terrence Toliver,LSU,0.349391314
Kinsman Thomas,Eastern Michigan,0.3348284768
Tavarres King,Georgia,0.3220288235
Cody Hoffman,Brigham Young,0.3195173859
Jason Bruce,Troy,0.3187229424
Chris Givens,Wake Forest,0.3121622674
Josh Cooper,Oklahoma State,0.3112439716
Vance McDonald,Rice,0.2920546208
Charles Clay,Tulsa,0.2911513077
Rueben Randle,LSU,0.2740186098
Virgil Green,Nevada,0.2737100736
Kerry Taylor,Arizona State,0.2670742327
Patrick Hearn,UAB,0.2642860505
Markus Wheaton,Oregon State,0.2586204555
James Kirkendoll,Texas,0.2462622192
Darryl Stonum,Michigan,0.2456831739
Ryan Grant,Tulane,0.2437630645
Frantrell Forrest,UAB,0.2272886668
Brian Watters,UCF,0.2256604757
Jeremy Lafrance,Akron,0.2221490733
Darius Carey,North Texas,0.218363497
Jerrell Jackson,Missouri,0.2077073155
Rod Streater,Temple,0.2036143111
Jereme Brooks,Utah,0.1992717915
Casey Robottom,Tulane,0.1967856584
Brett Brackett,Penn State,0.1936515972
Deandre Hopkins,Clemson,0.1911967558
Kito Poblah,Central Michigan,0.1888493986
Taiwan Easterling,Florida State,0.1875679972
Trae Johnson,Tulsa,0.1839497776
Tebiarus Gill,Troy,0.1813215225
Jock Sanders,West Virginia,0.1741788734
Marquis Maze,Alabama,0.1560058806
David Paulson,Oregon,0.1550335717
Jimmy Young,Texas Christian,0.1521391906
Daniel Hardy,Idaho,0.1258753032
D.J. Williams,Arkansas,0.1138641324
Marcus Allen,New Mexico State,0.1024760402
Lucas Reed,New Mexico,0.1006672131
Michael Egnew,Missouri,0.09266934911
La'Rod King,Kentucky,0.08920191628
James Hanna,Oklahoma,0.08023193258
Michael Johnson,UNLV,0.07818588704
Ted Bolser,Indiana,0.07549644186
Donovan Varner,Duke,0.07201789853
Martel Moore,Northern Illinois,0.06638237259
Tyrone Pronty,Bowling Green State,0.06351989573
Duwyce Wilson,Indiana,0.06191780229
Michael Smith,Connecticut,0.05807423977
Alex Neutz,Buffalo,0.04777614837
Marcus Sales,Syracuse,0.04777614837
Mike Willie,Arizona State,0.04263694267
Kenny Stafford,Toledo,0.02528472461
Zach Bolger,Wyoming,0.0203608723
Jalen Saunders,Fresno State,0.01742555118
Deonte Thompson,Florida,0.01398207369
Bobby Swigert,Boston College,0.009744425848
Daniel Blackledge,Washington State,-0.01032848656
Gerald Jones,Tennessee,-0.01279133339
D'Andre Goodwin,Washington,-0.01681527285
Josh Bellamy,Louisville,-0.02408120119
Joe Halahuni,Oregon State,-0.03392968537
Jermaine McKenzie,Memphis,-0.03492412992
Terrance Turner,Indiana,-0.03830601105
Cameron Graham,Louisville,-0.05050756986
Brandon Kinnie,Nebraska,-0.05235017995
Luke Ashworth,Brigham Young,-0.05323599263
Jamaal Jackson,North Texas,-0.05677077159
Mike Shanahan,Pitt,-0.06062454129
Darius Hanks,Alabama,-0.08158330698
Rodney Smith,Florida State,-0.08322155098
Kamar Aiken,UCF,-0.08396742065
Gerell Robinson,Arizona State,-0.0878284511
Chris Owusu,Stanford,-0.1005387296
Eric Lair,Minnesota,-0.1016792624
Orson Charles,Georgia,-0.1040617045
Cortez Smith,Purdue,-0.1090375257
Keenan Allen,California,-0.1106027896
Bart Johnson,Texas Christian,-0.1120454992
Dontel Watkins,Utah State,-0.1149775855
Kashif Moore,Connecticut,-0.1203194921
Willie Carter,Tulsa,-0.1364801928
David Douglas,Arizona,-0.1376497847
Brad Starks,West Virginia,-0.1411423255
Anthony McCall,Louisiana-Monroe,-0.1475827607
T.J. Simpson,Arizona State,-0.1500742806
Quentin Pierce,Southern Mississippi,-0.1661363159
Shaky Smithson,Utah,-0.1661533293
Taulib Ikharo,Louisiana Tech,-0.1670696331
Terrance Williams,Baylor,-0.1694531688
Lou Greenwood,Colorado State,-0.1696754757
Josh Chichester,Louisville,-0.1708954009
Cody Sparks,Tulane,-0.1811064722
Alex Torres,Texas Tech,-0.18488977
Tavarese Maye,Louisiana-Monroe,-0.1901771613
Nick Toon,Wisconsin,-0.1934617808
Andrell Smith,Louisville,-0.1964369907
Jeffery Anderson,UAB,-0.1969257067
Bert Reed,Florida State,-0.2054352987
Tori Gurley,South Carolina,-0.2072388683
Riley Dunlop,Ohio,-0.225187173
Melvin Harris,Ole Miss,-0.2323607885
Alec Lemon,Syracuse,-0.2411111367
Niles Paul,Nebraska,-0.2443378314
Austin Kelly,Duke,-0.2478670818
Toney Clemons,Colorado,-0.2508555487
Luke Willson,Rice,-0.2517880078
Austin Zouzalik,Texas Tech,-0.2590851892
Arceto Clark,Mississippi State,-0.2721461442
Jameel Owens,Tulsa,-0.2754028836
Ty Kirk,New Mexico,-0.2768820858
Brandon Barden,Vanderbilt,-0.281613894
Antavious Wilson,Marshall,-0.2927303258
Landon Cox,Northern Illinois,-0.2929880369
Jake Williams,Iowa State,-0.2950649542
Jordan Bishop,Oregon State,-0.2951624369
Drew Davis,Oregon,-0.3035433364
Deandre Brown,Southern Mississippi,-0.3085123601
Uzoma Nwachukwu,Texas A&amp;M,-0.3085138245
Jaron Brown,Clemson,-0.3102881999
Rashad Evans,Fresno State,-0.3125433385
Jalil Carter,Akron,-0.3178863244
Sam Kirkland,Kent State,-0.3206047288
Collin Franklin,Iowa State,-0.3234754273
Josh Huff,Oregon,-0.3257370558
Chris Harper,Kansas State,-0.3259955959
Armauni Johnson,Idaho,-0.3299560228
Evan Landi,South Florida,-0.3302659308
Ben Thayer,Eastern Michigan,-0.3341255936
Justin Brown,Penn State,-0.3381570255
Erik Highsmith,North Carolina,-0.3428080207
Steven Goulet,Ohio,-0.3476869875
David Gilreath,Wisconsin,-0.3535369974
Stedman Bailey,West Virginia,-0.354741395
Luke Matthews,Utah,-0.3572001751
John Chiles,Texas,-0.3575638511
Ifeanyi Momah,Boston College,-0.3659280125
Kyle Efaw,Boise State,-0.370132236
David Roberts,Arizona,-0.3860192274
Mike McNeill,Nebraska,-0.390466875
Maurice Shaw,Idaho,-0.392824288
Keshawn Martin,Michigan State,-0.3928649246
T.J. Graham,North Carolina State,-0.3953489394
Malcolm Beyah,Middle Tennessee State,-0.3972045443
Drake Dunsmore,Northwestern,-0.4007812765
Ja-Mes Logan,Ole Miss,-0.4019858738
Chris Givens,Miami (OH),-0.4054660269
Patrick Randolph,Rice,-0.4102525002
Ricky Johnson,Tulsa,-0.4113143864
A.J. Guyton,UCF,-0.4243027741
Willie McNeal,Western Kentucky,-0.4267729075
Brent Leonard,Louisiana-Monroe,-0.4313672608
Wes Kemp,Missouri,-0.433633755
Allen Reisner,Iowa,-0.4469380985
Jared Abbrederis,Wisconsin,-0.4517288989
Richie Casey,Louisiana Tech,-0.4530984022
Stanley Havili,USC,-0.4565715379
David Leonard,Wyoming,-0.4773463657
Andy Cruse,Miami (OH),-0.4806230134
Theo Riddick,Notre Dame,-0.4808764392
T.J. Jones,Notre Dame,-0.4826216059
Rodney Bradley,Hawaii,-0.4832796082
Malcolm Williams,Texas,-0.483416034
Darrell Davis,North Carolina State,-0.4838830347
Mike Davis,Texas,-0.4838986244
Gavin Escobar,San Diego State,-0.4878024382
Brandon Heavens,Mississippi State,-0.4979401674
Tyler Eifert,Notre Dame,-0.5030637866
Ryan Whalen,Stanford,-0.5082086429
Danny Noble,Toledo,-0.5145701117
Luke Stocker,Tennessee,-0.5194436698
Byron Steele,Colorado State,-0.5215211421
Dyrell Roberts,Virginia Tech,-0.526835119
Marcus Barnett,Cincinnati,-0.5269382745
Thomas Roberson,Tulsa,-0.5294566243
Sancho McDonald,Middle Tennessee State,-0.534006006
Devin Aguilar,Washington,-0.537072844
Brandon Wimberly,Nevada,-0.5427294313
Kyle Rudolph,Notre Dame,-0.5438360124
Garrett Andrews,Middle Tennessee State,-0.5444061778
Michael Bowman,East Carolina,-0.5444950996
Charlie Gantt,Michigan State,-0.5454877197
David Ausberry,USC,-0.5456054225
Philip Lutzenkirchen,Auburn,-0.5470279641
George Bryan,North Carolina State,-0.5507046147
David Blackburn,Central Michigan,-0.555786335
Devon Smith,Penn State,-0.5561632864
Bryant Williams,New Mexico,-0.5609261401
Lavasier Tuinei,Oregon,-0.5671306353
Jerry Harris,Central Michigan,-0.5839119332
Marcus Vasquez,Western Kentucky,-0.5839119332
Cooper Helfet,Duke,-0.5850185181
Evan Davis,UTEP,-0.5918029808
D.J. Banks,Tulane,-0.6004523779
Devin Street,Pitt,-0.6041303762
Laron Byrd,Miami (FL),-0.6057070813
Jackie Williams,UAB,-0.607040298
Doug Beaumont,Louisville,-0.6097848516
Taylor Embree,UCLA,-0.6099180627
Terrell Jackson,Buffalo,-0.610480031
Pierce Hunter,UTEP,-0.6136016185
Matt Snyder,Virginia,-0.620796585
Zach Ertz,Stanford,-0.6235475352
Carl Moore,Florida,-0.6268251629
Ace Sanders,South Carolina,-0.631862853
Sidney Stewart,Northwestern,-0.6341853008
Malcolm Shepherd,Nevada,-0.6354622762
McKay Jacobson,Brigham Young,-0.6393952477
Tim Biere,Kansas,-0.6401364075
Otis Brown,Ball State,-0.6472647092
Johnathan Wilson,Kansas,-0.6532707507
Todd Lee,New Mexico State,-0.6535566622
Darius Darks,Iowa State,-0.6640773543
Lee Smith,Marshall,-0.6656443024
Daymond Patterson,Kansas,-0.6663559901
Brad Taylor,Baylor,-0.6767588362
Aaron Pflugrad,Arizona State,-0.6793029867
Justin Jones,East Carolina,-0.6858179617
Dwayne Allen,Clemson,-0.69787365
Wayne Times,Florida International,-0.7005817073
Tyron Carrier,Houston,-0.7054524468
Courtney Edmonson,Marshall,-0.7070531786
Alex Bayer,Bowling Green State,-0.7084681655
Chandler Jones,San Jose State,-0.7143737328
Frankie Hammond Jr.,Florida,-0.7171593356
John Cole,Vanderbilt,-0.7205010913
Omarius Hines,Florida,-0.7206677467
William Wright,Arizona,-0.727637739
Nick Provo,Syracuse,-0.73430065
Jamel Johnson,Troy,-0.7346649437
Bradley Haynes,SMU,-0.7354014955
Andre Smith,Virginia Tech,-0.7391367262
Demetrius Fields,Northwestern,-0.7430761594
Ed Young,Buffalo,-0.7444988601
Anthony Robinson,Arkansas State,-0.7503685355
Bo Bowling,Oklahoma State,-0.750871413
Marlon McClure,UTEP,-0.752612677
Tavarres Jefferson,Middle Tennessee State,-0.7626065535
Andrew Bodenheimer,East Carolina,-0.766375518
Preston Dial,Alabama,-0.7667792802
Rhett Ellison,USC,-0.7683943592
Phillip Livas,Louisiana Tech,-0.7719641277
Darius Reynolds,Iowa State,-0.7842452803
Adrian Hilburn,Kansas State,-0.7949334102
Chris Pantale,Boston College,-0.8047654544
Marshall Williams,Wake Forest,-0.808972012
Marcus Davis,Virginia Tech,-0.8096955204
Patrick Dimarco,South Carolina,-0.8111674419
Aaron Nichols,Oregon State,-0.8141685788
Matt Yemm,Colorado State,-0.8174930622
Terrence Miller,Arizona,-0.8237924744
Avery Holley,Florida Atlantic,-0.8244269636
Tyler Stradford,North Texas,-0.8299756235
Evan Rodriguez,Temple,-0.8408089234
Ryan Taylor,North Carolina,-0.8506188709
Marquise Goodwin,Texas,-0.8705873255
Troy Evans,Marshall,-0.8775143724
Chris McNeill,Wyoming,-0.8833104092
Nelson Rosario,UCLA,-0.8878808646
Kyle Nelson,New Mexico State,-0.8911509985
Travis Cobb,Arizona,-0.894349338
Jarred Fayson,Illinois,-0.8970820628
Zack Pianalto,North Carolina,-0.905615222
Keith Nichol,Michigan State,-0.9103084684
Tyson Liggett,Colorado State,-0.9124834271
Kyle Nunn,San Jose State,-0.9244918752
Briggs Orsbon,Ball State,-0.9284569788
Jack Doyle,Western Kentucky,-0.935129272
Tannar Rehrer,Memphis,-0.9405612878
Lanear Sampson,Baylor,-0.9425266145
Colin Sandeman,Iowa,-0.9529424249
Tevin Reese,Baylor,-0.9546575003
Jamal Miles,Arizona State,-0.9551294974
A.J. Johnson,Fresno State,-0.956112581
Jordan Thompson,Ohio,-0.9602111313
Mike Cruz,Pitt,-0.9627346627
Chris Smith,Mississippi State,-0.967632813
Jake Stoneburner,Ohio State,-0.9809758003
Adrian Cannon,Maryland,-0.9882783465
Zac Pauga,Colorado State,-1.019875518
Joshua Adams,North Carolina,-1.027481992
Anthony McClung,Cincinnati,-1.040507609
Andrew Joseph,Louisiana,-1.04486867
Jesse Grandy,Ole Miss,-1.056176636
Dominique Sandifer,San Diego State,-1.058301464
Ryan Deehan,Colorado,-1.077562487
Eric Moats,Utah State,-1.091493361
Robert Arnheim,Western Michigan,-1.09340169
D.L. Moore,South Carolina,-1.107376229
Trey Franks,Oklahoma,-1.111684375
Jonathan Krause,Vanderbilt,-1.126173526
Preston Davis,Idaho,-1.138576372
Devon Brown,Wake Forest,-1.139306434
Ricky Marvray,UCLA,-1.141825621
Colter Phillips,Virginia,-1.14594037
Kenric McNeal,Texas A&amp;M,-1.150464286
Tramain Swindall,Texas Tech,-1.162317899
Jacoby Franks,Texas Tech,-1.170874985
Dustin Blount,Hawaii,-1.176275012
Konrad Reuland,Stanford,-1.177061313
Ben Guidugli,Cincinnati,-1.202789727
Calvin Wiley,Bowling Green State,-1.20622877
Curtis Johnson,Memphis,-1.208479817
Ansel Ponder,Western Michigan,-1.236227703
Russell Shepard,LSU,-1.239725274
Ryan Griffin,Connecticut,-1.242010741
Isaac Anderson,Wisconsin,-1.255905355
Chuck Walker,Marshall,-1.259725286
DeMarco Paine,Miami (OH),-1.263435211
William Spight,Southern Mississippi,-1.358549674
Lyle Fitte,Louisiana Tech,-1.358549674
Gary Pride,Akron,-1.358842475
T.J. Borcky,Colorado State,-1.378016096
Travon Patterson,Colorado,-1.412689781
Chris Hernandez,New Mexico,-1.429692233
Marquan Jones,Clemson,-1.449810772
Kyle Adams,Purdue,-1.454732517
Henry Hynoski,Pitt,-1.471380202
Marlin Miller,Louisiana,-1.533038358
Lindsey Lamar,South Florida,-1.669553443
