Name,School,Score
A.J. Turner,South Carolina,0.3354723478
Jalin Moore,Appalachian State,0.3323434505
Izzy Matthews,Colorado State,0.3277441226
Tavion Thomas,Cincinnati,0.3192501297
Nate Cottrell,Georgia Tech,0.3182565499
Joseph Saucier,Air Force,0.3141581599
Dontae Strickland,Syracuse,0.3135811104
Tavares Thomas,Middle Tennessee State,0.3022508272
Chase Jasmin,San Diego State,0.29817301
Jerry Howard,Georgia Tech,0.2889401295
Connor Heyward,Michigan State,0.2879877876
CJ Williams,Navy,0.2732291985
Tavien Feaster,Clemson,0.2633578482
Chris Evans,Michigan,0.2459559734
Peytton Pickett,Liberty,0.2433312215
Calen Holt,Army,0.2350873344
Monteo Garrett,Georgia Southern,0.2322820063
Mike Epstein,Illinois,0.2289758035
Donald Hammond III,Air Force,0.2271697815
Dameon Pierce,Florida,0.219741697
JaMycal Hasty,Baylor,0.1995766969
Ty'Son Williams,South Carolina,0.1979742721
Ta'Zhawn Henry,Texas Tech,0.1979584767
Beau Bisharat,Colorado,0.1924212382
Rona Cleveland,Air Force,0.1664566015
Marcus Jones,Northern Illinois,0.1567720972
Tayon Fleet-Davis,Maryland,0.125959687
Garrett Groshek,Wisconsin,0.1185256531
Anthony Anderson,Marshall,0.103571295
Gary Brightwell,Arizona,0.1031445849
Shaq Vann,Eastern Michigan,0.08328335528
Kameron McKnight,Louisiana Tech,0.07001625078
Ricky Person Jr.,North Carolina State,0.06248595825
Malik Dunner,Ball State,0.05900723042
Tony Brooks-James,Oregon,0.04032341977
Dayton Furuta,Hawaii,0.03930840839
Ricky Slade,Penn State,0.02819299713
Bryce Williams,Minnesota,0.02803387406
Loren Easly,North Texas,0.01655676769
Darius Anderson,Texas Christian,0.01362451038
Evan Owens,UNLV,0.01008551042
Jarveon Howard,Syracuse,0.006817058333
Van Edwards Jr.,Akron,0.004876155332
Jeremy Cox,Old Dominion,0.002302151731
Demarcus Felton,Texas Tech,0.0007017713619
Khalil Herbert,Kansas,-0.01175192589
James Cook,Georgia,-0.01472311188
Isaih Pacheco,Rutgers,-0.01662649871
Brian Herrien,Georgia,-0.01729873155
Tyler Badie,Missouri,-0.01811307342
Joshua Samuel,Western Kentucky,-0.01944066765
Jeremy Larkin,Northwestern,-0.02246990096
Armand Shyne,Utah,-0.02781495679
Da'Leon Ward,Texas Tech,-0.03231071783
Seth Paige,Georgia State,-0.03491214646
Sewo Olonilua,Texas Christian,-0.04005241514
Freddie Holly,Hawaii,-0.04947854733
Tyler Nevens,San Jose State,-0.05204018311
Kelton Moore,Nevada,-0.05445698217
Isaiah Woullard,Ole Miss,-0.05718312884
Tim Jordan,Tennessee,-0.06598286531
Kell Walker,Army,-0.06801659975
Isaiah Sanders,Air Force,-0.07335249428
Ke'Mon Freeman,SMU,-0.0796091862
Justin Fields,Georgia,-0.08029444041
Nic Smith,North Texas,-0.08175457371
Logan Wright,Georgia Southern,-0.08671857796
Squally Canada,Brigham Young,-0.09247952656
Jon Hilliman,Rutgers,-0.09444967408
Keion Davis,Marshall,-0.10198967
Xazavian Valladay,Wyoming,-0.1104683925
Seth Green,Minnesota,-0.1172228108
Ra'Von Bonner,Illinois,-0.1279169327
Deshawn McClease,Virginia Tech,-0.1437917977
Nelson Smith,Navy,-0.1438899342
Cam'ron Davis,Miami (FL),-0.146523259
Juma Otoviano,Rice,-0.1532921437
Shawndarrius Phillips,Florida International,-0.1551770387
Cam Thomas,Army,-0.1579100615
Malik Roberson,San Jose State,-0.1761397586
Steven Anderson,Southern Mississippi,-0.1764770058
D'Andre Ferby,Western Kentucky,-0.1862727395
Devonte Lee,Nevada,-0.1893148323
Jaxson Kincaide,Nevada,-0.1920272198
Mon Denson,South Carolina,-0.1929459843
Shaun Shivers,Auburn,-0.1949569873
Javonte Williams,North Carolina,-0.2106968224
V'Lique Carter,Pitt,-0.2113146433
Trey Smith,Louisville,-0.2140722616
Xavier Jones,SMU,-0.2191355207
Darius Pinnix,East Carolina,-0.2266629418
Connor Slomka,Army,-0.2290779185
Jordan Fredericks,Massachusetts,-0.2472930618
Ian Eriksen,Eastern Michigan,-0.2537039384
Trivenskey Mosley,Southern Mississippi,-0.2675128059
Austin Vaughn,Louisiana-Monroe,-0.2744106375
Jashaun Corbin,Texas A&amp;M,-0.2765982802
Devwah Whaley,Arkansas,-0.2804962954
Kendall Hinton,Wake Forest,-0.2914547648
Marvin Kinsey,Colorado State,-0.3050486883
Tru Wilson,Michigan,-0.3112042777
Sean Chambers,Wyoming,-0.3131005647
Riley Burt,Brigham Young,-0.3392287237
Hassan Hall,Louisville,-0.347043717
J.D. King,Oklahoma State,-0.35322187
Emmanuel Esukpa,Rice,-0.3642898445
Kazmeir Allen,UCLA,-0.365573325
Anthony Scott,East Carolina,-0.3713345542
Stephen Carr,USC,-0.3725128196
Sean McGrew,Washington,-0.3837455819
Romello Ross,Central Michigan,-0.3878751451
Nick Gibson,Mississippi State,-0.3913380935
Frank Boyd,Liberty,-0.3959413799
Jordon Brown,North Carolina,-0.3976492406
Terell West,Middle Tennessee State,-0.4002534579
Kam Martin,Auburn,-0.4167206676
Matt Geiger,Old Dominion,-0.4224291386
Amare Jones,Tulane,-0.4252611341
Mulbah Car,Houston,-0.4271500802
Israel Tucker,Louisiana Tech,-0.429414388
Aaron McAllister,Charlotte,-0.4297674181
D'Andre Hicks,Appalachian State,-0.4310989435
Andy Davidson,Army,-0.4436447681
Jamauri Wakefield,Vanderbilt,-0.4495275708
Anthony Taylor,Texas State,-0.4554411525
Bilal Ally,Massachusetts,-0.4637029579
Saevion Johnson,Fresno State,-0.4723658885
Alex James,Coastal Carolina,-0.4770272339
Rob Ritrovato,Temple,-0.4830640967
Travis Levy,Boston College,-0.4838703619
Kyle Evans,Colorado,-0.4857636611
Jarrion Street,UAB,-0.4879573313
Jalen Holston,Virginia Tech,-0.4949070818
Caleb Twyford,Texas State,-0.5038294899
Madre London,Tennessee,-0.5135189354
Mike Martin,Navy,-0.5224287337
Emmanuel Reed,Buffalo,-0.524966234
Jacques Patrick,Florida State,-0.5287345433
Chase Brown,Western Michigan,-0.5303764427
Zahneer Shuler,New Mexico,-0.5476575022
B.J. Daniels,UTSA,-0.5523134695
Garret Lewis,Navy,-0.5582050846
Lucious Stanley,UAB,-0.5587144706
Will Jones,Ball State,-0.5617104254
Anthony Gargiulo,Navy,-0.5672675327
Ivory Kelly-Martin,Iowa,-0.5708466061
Tazh Maloy,Navy,-0.580622293
Kamari Pleasant,Washington,-0.5833218952
Charles Williams,UNLV,-0.5872014849
John Moten IV,Northwestern,-0.5874672114
Jevon Bigelow,Wyoming,-0.594467964
Jaylon Bester,Miami (OH),-0.5967102115
Shannon Brooks,Minnesota,-0.5981001918
Rico Frye,Bowling Green State,-0.6067405504
Brian Robinson Jr.,Alabama,-0.6099031175
Taven Birdow,Air Force,-0.6134532745
Ben Mason,Michigan,-0.6147847131
David Bailey,Boston College,-0.6193752921
Treyvon Hughes,UTEP,-0.6252682056
Robert Brown,Texas State,-0.6284665561
Kayin White,Louisiana-Monroe,-0.6424779588
Ahmari Davis,New Mexico,-0.6449995964
Willie Parker,Eastern Michigan,-0.6476064303
Jager Gardner,Temple,-0.6546516988
Ra'veion Hargrove,Bowling Green State,-0.6637936929
Xzaviar Campbell,UNLV,-0.6738201591
Colin Wilson,Louisville,-0.6744622634
Marcelias Sutton,Oklahoma,-0.6846892416
LD Brown,Oklahoma State,-0.6849614959
Demarcus Kirk,Georgia State,-0.6853929374
Maleek Williams,Arkansas,-0.6901433558
Lala Davis,Old Dominion,-0.6966039445
Brady Bodine,North Carolina State,-0.6980349822
Terence Williams,Houston,-0.6996223748
Kevrin Justice,Houston,-0.7013266568
Stephon Huderson,Tulane,-0.7055417895
James Noble III,UAB,-0.7090539739
Dalvin Warmack,Kansas State,-0.7226483389
Andrew Van Buren,Boise State,-0.7229171118
Garland LaFrance,Western Kentucky,-0.7279753814
Chase Hayden,Arkansas,-0.7323224965
Daevon Vigilant,New Mexico,-0.7537394396
Gino Appleberry Jr.,Western Kentucky,-0.7580528506
Will Knight,Old Dominion,-0.7603640782
Jordan Byrd,San Diego State,-0.7629597257
Jeremy Banks,Tennessee,-0.763792485
Brenden Brady,UTSA,-0.768185501
Isaiah Floyd,Arizona State,-0.7704186651
Deandre Johnson,Florida Atlantic,-0.7709511522
T.J. Pledger,Oklahoma,-0.7782324739
Jeremy Smith,Louisville,-0.7784288672
Javon Thomas,Tulsa,-0.7872856314
Terius Wheatley,Virginia Tech,-0.7893927247
SaRodorick Thompson,Texas Tech,-0.7910359788
Chandler Smith,Houston,-0.7931727648
Christian Beal,Wake Forest,-0.7989337198
Rodney Smith,Minnesota,-0.8022909169
Breck Turner,Eastern Michigan,-0.810551492
Duron Bell Jr.,South Florida,-0.8137709812
Jalen Rhodes,UTSA,-0.8163008627
La'darius Jefferson,Michigan State,-0.8168437054
Davion Johnson,Miami (OH),-0.8168501951
Ronnie Walker Jr.,Indiana,-0.8202441571
Kumehnnu Gwilly,Central Michigan,-0.8261344837
Hasaan Klugh,Charlotte,-0.8266260944
Marcus McElroy,Colorado State,-0.8308469303
Aston Walter,Rice,-0.8345978475
TJ Green,Utah,-0.8369157221
Armond Weh-Weh,Arkansas State,-0.8395127165
LJ Scott,Michigan State,-0.8395991271
Destin Coates,Georgia State,-0.8460668687
Maurice Thomas,Miami (OH),-0.8551085422
Josh Hokit,Fresno State,-0.8556725717
Martell Irby,UCLA,-0.8702946213
Dejonte O'Neal,Fresno State,-0.8734855096
Trevor Speights,Stanford,-0.8751080005
Deshaun Fenwick,South Carolina,-0.8788393423
Grant Loy,Bowling Green State,-0.8810101667
Caleb Huntley,Ball State,-0.890051247
Tommy Stevens,Penn State,-0.892676239
Dom Williams,Kansas,-0.9030918591
Deonta Moore,South Alabama,-0.9051269059
Chance Bell,San Diego State,-0.9116603214
Bolu Olorunfunmi,UCLA,-0.9156517219
Trace Christian,East Carolina,-0.9163874194
Greg Bell,Nebraska,-0.9191374752
Tez Parks,Southern Mississippi,-0.9211221014
Alex Delton,Kansas State,-0.9399763066
Mark Allen,Penn State,-0.9442643491
Bentavious Thompson,UCF,-0.9479562634
Quinn Shanbour,North Texas,-0.9520739789
Emari Demercado,Texas Christian,-0.9564020314
Tre King,Texas Tech,-0.9572646616
Matt Laroche,Georgia Southern,-0.9651032049
Trent Pennix,North Carolina State,-0.9750786059
Christopher Brooks,California,-0.9812970512
Ronnie Jones,Toledo,-0.9881239214
Nolan Eriksen,Air Force,-0.992680492
Chad Hanaoka,Northwestern,-0.9951928515
Hussein Howe,East Carolina,-1.023340495
Dorian Maddox,Stanford,-1.024787663
Jordan Nettles,Northern Illinois,-1.025753931
Justen Hervey,Utah State,-1.045324336
Bryson Denley,Bowling Green State,-1.047553804
Will Matthews,Kent State,-1.054221745
Jonathan Ward,Central Michigan,-1.059800268
Darrius Smith,Arizona,-1.063291772
Trayone Gray,Miami (FL),-1.064365555
DK Billingsley,Troy,-1.068416411
Kene Nwangwu,Iowa State,-1.074419483
Robert Mahone,Boise State,-1.085806739
Bryce Carpenter,Coastal Carolina,-1.089760828
Asher O'Hara,Middle Tennessee State,-1.094095058
Miles Reed,Hawaii,-1.099583573
A.J. Davis,Pitt,-1.10716535
Johnathan Hawkins,Buffalo,-1.114112893
Eltoro Allen,Utah State,-1.117278284
Dae Williams,Louisville,-1.118418804
Chris James,Wisconsin,-1.120458971
Daniel Young,Texas,-1.134449259
Kingston Davis,UAB,-1.163402453
Marvin Hubbard III,Duke,-1.178281801
Justin Henderson,Louisiana Tech,-1.179378809
DeJon Packer,San Jose State,-1.180235085
Johnnie Lang,Iowa State,-1.191254032
Keyondre White,Akron,-1.19420574
B.J. Baylor,Oregon State,-1.219263107
Deltron Sands,Akron,-1.236547628
Arion Worthman,Air Force,-1.238083161
Maurice Mayo,South Alabama,-1.271261764
Brandon Sinclair,Old Dominion,-1.311541566
Davon Tucker,Western Michigan,-1.32228985
Sheldon Croney Jr.,Iowa State,-1.33747078
PK Kier,Virginia,-1.379947998
Calvin Camp,Charlotte,-1.386134304
Avery Davis,Notre Dame,-1.398537463
Kase Rogers,Oregon State,-1.477223325
Cephus Johnson,South Alabama,-1.528150616
Joshua Fields,UTEP,-1.585707369
Solomon Vault,Northwestern,-1.593644885
