Name,School,Score
Rashaad Penny,San Diego State,4.476610184
Devin Singletary,Florida Atlantic,4.4038045
Myles Gaskin,Washington,3.657818758
Bryce Love,Stanford,3.6303995
Malcolm Perry,Navy,3.494951361
Rodney Anderson,Oklahoma,3.493434998
Saquon Barkley,Penn State,3.30375324
Zach Abey,Navy,3.168043324
Ronald Jones,USC,3.110627966
Jonathan Taylor,Wisconsin,2.880613752
Sony Michel,Georgia,2.85966797
Lexington Thomas,UNLV,2.771478526
Darrell Henderson,Memphis,2.694212452
Ahmad Bradshaw,Army,2.681001973
Ito Smith,Southern Mississippi,2.637303797
Royce Freeman,Oregon,2.616015171
Kerryon Johnson,Auburn,2.604120705
Phillip Lindsay,Colorado,2.347580624
Jeffery Wilson,North Texas,2.294269548
Justice Hill,Oklahoma State,2.26168297
Jonathan Ward,Central Michigan,2.241341913
Dalyn Dawkins,Colorado State,2.220606052
Terry Swanson,Toledo,2.211917141
Dontrell Hilliard,Tulane,2.204902582
Benjamin Snell Jr.,Kentucky,2.153929423
Akrum Wadley,Iowa,2.145833938
Nick Chubb,Georgia,2.076291756
AJ Dillon,Boston College,2.037140956
Josh Adams,Notre Dame,2.014997269
Jalin Moore,Appalachian State,2.001009075
J.K. Dobbins,Ohio State,1.986289004
Derrius Guice,LSU,1.973366204
Rona Cleveland,Air Force,1.874206356
Alexander Mattison,Boise State,1.855053071
Karan Higdon,Michigan,1.828375597
Damien Harris,Alabama,1.814699286
Jordan Wilkins,Ole Miss,1.797576083
Larry Rose III,New Mexico State,1.774084553
Jarvion Franklin,Western Michigan,1.772953148
D'Angelo Brewer,Tulsa,1.72776159
Travis Etienne,Clemson,1.682559776
David Williams,Arkansas,1.675853273
Marquis Young,Massachusetts,1.672134946
Zack Moss,Utah,1.663717386
Travis Homer,Miami (FL),1.630963591
Diocemy Saint Juste,Hawaii,1.630409918
Darrel Williams,LSU,1.627720558
Patrick Taylor Jr.,Memphis,1.623447597
Nyheim Hines,North Carolina State,1.608836933
Patrick Laird,California,1.604532365
Shakif Seymour,Toledo,1.582634771
Shaun Wilson,Duke,1.550415051
Justin Jackson,Northwestern,1.546688899
Boston Scott,Louisiana Tech,1.524293013
Jamal Morrow,Washington State,1.5080438
Spencer Brown,UAB,1.495646256
Otis Anderson,UCF,1.48527773
David Montgomery,Iowa State,1.480598521
Adrian Killins,UCF,1.455708874
Demario Richard,Arizona State,1.377693807
Ralph Webb,Vanderbilt,1.376662353
Dorian Brown,Ohio,1.350978744
Ryan Nall,Oregon State,1.347877412
Xavier Jones,SMU,1.323233258
Andrew Clair,Bowling Green State,1.323092466
Timothy McVey,Air Force,1.305720774
Kell Walker,Army,1.28570053
Darnell Woolfolk,Army,1.285594304
Kenny Young,Miami (OH),1.281055865
D'Ernest Johnson,South Florida,1.272119414
A.J. Ouellette,Ohio,1.254981313
Trey Sermon,Oklahoma,1.251413257
Ty Johnson,Maryland,1.247177875
Ish Witter,Missouri,1.218845585
Lajuan Hunt,Utah State,1.207853699
J.J. Taylor,Arizona,1.196675019
Darius Tice,South Florida,1.193489858
Cam Akers,Florida State,1.193275174
Dexter Williams,Notre Dame,1.175078756
Aaron Duckworth,Idaho,1.160190217
Mike Weber,Ohio State,1.130769582
Jordan Huff,Northern Illinois,1.119727568
Tavien Feaster,Clemson,1.109684628
Thaddius Smith,Boston College,1.081684243
Jordan Chunn,Troy,1.077477251
Abdul Adams,Oklahoma,1.056875131
Emmanuel Reed,Buffalo,1.055514186
Justin Crawford,West Virginia,1.048149164
Gerold Bright,Utah State,1.037529167
Kani Benoit,Oregon,1.036822855
Aeris Williams,Mississippi State,1.01943006
Darrin Hall,Pitt,1.011679323
Justin Stockton,Texas Tech,1.000781376
Trey Ragas,Louisiana,0.9960202421
Nic Smith,North Texas,0.9723774372
LJ Scott,Michigan State,0.9709332555
Shamari Brooks,Tulsa,0.9627383999
Brittain Brown,Duke,0.9587534727
Michael Carter,North Carolina,0.9578267961
D'Andre Swift,Georgia,0.9522077036
Cameron Scarlett,Stanford,0.9407889695
Trayveon Williams,Texas A&amp;M,0.9353686156
Jacques Patrick,Florida State,0.9320965785
Ray Lawry,Old Dominion,0.9288470462
Kelton Moore,Nevada,0.9286901241
Izzy Matthews,Colorado State,0.9264956549
Darius Anderson,Texas Christian,0.922770346
Russell Gage,LSU,0.9005399546
Arkeel Newsome,Connecticut,0.899866544
John Kelly,Tennessee,0.8872309815
KirVonte Benson,Georgia Tech,0.8718177272
Lavon Coleman,Washington,0.8658771036
Ben LeMay,Charlotte,0.8651368077
Matt Colburn,Wake Forest,0.8615712901
Warren Wand,Arkansas State,0.8594580999
Malik Williams,Louisville,0.8552017248
Chris Evans,Michigan,0.8498615088
Tyler King,Marshall,0.8227242815
Juwan Washington,San Diego State,0.8211753927
Alex Barnes,Kansas State,0.8075600993
D.J. Knox,Purdue,0.793787684
Braeden West,SMU,0.7733198511
Travon McMillian,Virginia Tech,0.7690402794
Raheem Blackshear,Rutgers,0.7556170551
Ian Eriksen,Eastern Michigan,0.7535659571
Greg Howell,Florida Atlantic,0.7527477328
Eli Stove,Auburn,0.7404889986
Chris Warren III,Texas,0.7350234102
Brad Anderson,Middle Tennessee State,0.7175231531
Malik Dunner,Ball State,0.7028815392
Osharmar Abercrombie,Coastal Carolina,0.6933279548
Jake Funk,Maryland,0.6775867533
Squally Canada,Brigham Young,0.6665296915
Tavares Thomas,Middle Tennessee State,0.6662028011
T.J. Hammonds,Arkansas,0.6596730447
Larry Rountree III,Missouri,0.658347278
Jalen Rhodes,UTSA,0.6531810938
Reggie Bonnafon,Louisville,0.6246027243
Wesley Fields,Georgia Southern,0.6223415338
Austin Walter,Rice,0.6199437375
Josh Cleveland,Bowling Green State,0.6043440039
Kyle Hicks,Texas Christian,0.5997136002
Keion Davis,Marshall,0.5991550933
Gus Edwards,Rutgers,0.5977519416
Keith Ford,Texas A&amp;M,0.5963289459
Derrick Gore,Louisiana-Monroe,0.5730538298
Soso Jamabo,UCLA,0.5727471396
Jason Huntley,New Mexico State,0.5714658404
Duke Catalon,Houston,0.5622723739
Kam Martin,Auburn,0.5593542307
Lamical Perine,Florida,0.556385838
Jeremy Larkin,Northwestern,0.5563069291
Jordan Ellis,Virginia,0.5517103841
Anthony Taylor,Texas State,0.551041532
Mark Walton,Miami (FL),0.5440149206
David Hood,Temple,0.5403418936
Ke'Mon Freeman,SMU,0.5391810731
Bo Scarbrough,Alabama,0.533453152
J.J. Green,Georgia Tech,0.5319021821
Jon Hilliman,Boston College,0.5120318053
Devwah Whaley,Arkansas,0.5035254367
Qadree Ollison,Pitt,0.4993476371
Caleb Huntley,Ball State,0.494610457
Tyrone Owens,New Mexico,0.4839557853
Kobe McCrary,Minnesota,0.4762133734
Jamarius Henderson,Troy,0.4742263248
Zach Green,Arizona,0.4716027687
Josh Hokit,Fresno State,0.4546670715
Morgon Ellison,Indiana,0.4496127258
Bolu Olorunfunmi,UCLA,0.4472362132
Jordan Mims,Fresno State,0.444733705
Qua Searcy,Georgia Tech,0.434065103
Gerrid Doaks,Cincinnati,0.4195979579
Kennedy McKoy,West Virginia,0.4182256781
Alex Gardner,Florida International,0.4179968163
Rodney Smith,Minnesota,0.4100621694
Damarea Crockett,Missouri,0.405502824
Mike Epstein,Illinois,0.4011066029
Sewo Olonilua,Texas Christian,0.3993474494
Moe Neal,Syracuse,0.3981799863
Joshua Jacobs,Alabama,0.3976772886
Andy Davidson,Army,0.3784427312
Elijah Mitchell,Louisiana,0.3770272116
Jarred Craft,Louisiana Tech,0.372045874
Art Thompkins,Toledo,0.3707731773
Keytaon Thompson,Mississippi State,0.3605865709
Khalil Herbert,Kansas,0.3566196102
Jordon Brown,North Carolina,0.3416595342
LeVante Bellamy,Western Michigan,0.3332398632
Dontae Strickland,Syracuse,0.3309985547
Nick Wilson,Arizona,0.3247734089
Steven Peoples,Virginia Tech,0.3104912086
Tony Brooks-James,Oregon,0.3067021888
Justin Rankin,Kent State,0.3000440593
Napoleon Maxwell,Florida International,0.2919902323
Tre King,Texas Tech,0.287741994
Ronnie Rivers,Fresno State,0.2852940929
Jeremy Cox,Old Dominion,0.2798249958
Darryl Bonner,Navy,0.2673575508
Kalen Ballage,Arizona State,0.2663515604
Xavier Johnson,South Alabama,0.2606137004
Ben Luckett,Louisiana-Monroe,0.2459378776
Richard McQuarley,New Mexico,0.237587451
Stephen Carr,USC,0.2347939597
Malik Davis,Florida,0.2308734817
James Williams,Washington State,0.2259268469
Josh Anderson,Troy,0.2093322124
J.D. King,Oklahoma State,0.2050267851
Reggie Gallaspy II,North Carolina State,0.2032682622
Daryl Chestnut,New Mexico,0.1998504157
Daniel Young,Texas,0.1962478772
Glenn Smith,Georgia State,0.1691645758
Darius Bradwell,Tulane,0.1675368405
Ty Isaac,Michigan,0.163043633
Ryan Tuiasoa,Hawaii,0.1571683801
Mike Boone,Cincinnati,0.1385002999
A.J. Turner,South Carolina,0.1371019953
Richie Worship,Purdue,0.1352459582
La Ramsby,Georgia Southern,0.1348481844
Shawndarrius Phillips,Florida International,0.1288595156
Jamauri Bogan,Western Michigan,0.1265050553
Nashon Ellerbe,Rice,0.1245613991
Kevin Mensah,Connecticut,0.1122746559
Deon McIntosh,Notre Dame,0.1101814768
James Gilbert,Ball State,0.05855795908
Salvon Ahmed,Washington,0.05824256586
Ryan Wolpin,Boise State,0.05586150116
Alonzo Smith,Miami (OH),0.05364561856
Ryquell Armstead,Temple,0.02779710754
Lorenzo Harrison,Maryland,0.02174893823
Shannon Brooks,Minnesota,0.01228342403
Adam Choice,Clemson,0.01227749928
Deshawn McClease,Virginia Tech,0.007934234962
Johnston White,Arkansas State,0.006348894389
Warren Ball,Akron,-0.00220957586
John Lovett,Baylor,-0.006798862674
