Name,School,Score
Austin Wolf,Akron,0.1247246674
Detrich Clark,Colorado State,0.1178017625
Jake Roh,Boise State,0.1118571246
Danny Davis,Wisconsin,0.1114258774
Binjimen Victor,Ohio State,0.1044244235
Ahmmon Richards,Miami (FL),0.1000988545
Jalen Harvey,Arizona State,0.08459962234
Omar Bayless,Arkansas State,0.08372039487
Tommy Sweeney,Boston College,0.08242556712
Kamathi Holsey,Buffalo,0.07861128322
Dylan Collie,Hawaii,0.07397372896
Olabisi Johnson,Colorado State,0.07257144096
Taivon Jacobs,Maryland,0.06270780587
Jordan Jones,Arkansas,0.05190232434
Marchie Murdock,Iowa State,0.05117654971
Mecole Hardman,Georgia,0.0508652428
Phil Mayhue,Memphis,0.05075992573
Juwan Johnson,Penn State,0.04423822141
Micah Holder,San Diego State,0.04403325343
Ricky Smalling,Illinois,0.04297701671
Brendan Cope,Ohio,0.03754536707
K.J. Osborn,Buffalo,0.03334436559
Cody White,Michigan State,0.02074136114
Nacarius Fant,Western Kentucky,0.008093627981
Christian Booker,Arkansas State,-0.007602357899
Renard Bell,Washington State,-0.02711837613
Sam Harris,South Alabama,-0.0274611788
Louis Dorsey,Illinois,-0.03089806298
Jacob Breeland,Oregon,-0.03182139192
Antoine Porter,Eastern Michigan,-0.03467972801
Keenan Barnes,Louisiana,-0.03702189394
Troy Fumagalli,Wisconsin,-0.038396069
Spencer Tears,Northern Illinois,-0.04111802701
Devin Gray,Cincinnati,-0.04706808533
Ian Thomas,Indiana,-0.04989295542
Tyrie Cleveland,Florida,-0.05153734974
DeAndre Thompkins,Penn State,-0.05178892382
A.J. Coney,Akron,-0.05399290717
Dillon Mitchell,Oregon,-0.05946476414
Theo Howard,UCLA,-0.06914289425
Josh Stewart,UTSA,-0.08037143789
Trey Hartley,San Jose State,-0.08743391174
Jalen Virgil,Appalachian State,-0.09739981721
A.J. Richardson,Boise State,-0.1014532087
David Ungerer,Idaho,-0.1136809013
Ryan Smith,Miami (OH),-0.1304946923
Aaron McLean,Connecticut,-0.1307607712
Michael Pittman Jr.,USC,-0.1334289294
Kerry Thomas,UTSA,-0.1346956937
Siaosi Wilson,Utah,-0.1360447025
Harrison Bryant,Florida Atlantic,-0.1362843763
Jhamon Ausbon,Texas A&amp;M,-0.1367694116
Alex Bachman,Wake Forest,-0.1421071701
Hayden Hurst,South Carolina,-0.1491524649
Gabriel Davis,UCF,-0.1566546436
C.J. Duncan,Vanderbilt,-0.1631373628
Isaiah Johnson-Mack,Washington State,-0.1642542918
Sadiq Palmer,Massachusetts,-0.1644646318
Christopher Herndon IV,Miami (FL),-0.167516288
Jared Rice,Fresno State,-0.1700987075
Jimmy Williams,East Carolina,-0.1741749426
Dalton Fackrell,Colorado State,-0.1753287118
Allen Staggers,Southern Mississippi,-0.1769744634
Jeff Badet,Oklahoma,-0.1804804801
Tay Martin,Washington State,-0.183738303
Jessie Britt,Massachusetts,-0.186968197
Nick Easley,Iowa,-0.2013543039
Willie Johnson,Marshall,-0.2037887808
Hunter Renfrow,Clemson,-0.2099916993
Andrew Meyer,Ohio,-0.2139289443
Jay Griffin IV,New Mexico,-0.2157454453
Tyler Batson,UTEP,-0.2183455532
Brennon Dingle,Massachusetts,-0.2238247039
Cameron Echols-Luper,Western Kentucky,-0.2297640813
Rafael Araujo-Lopes,Pitt,-0.2337518543
Sean Savoy,Virginia Tech,-0.2348434225
Shi Smith,South Carolina,-0.2473478574
Marcel Williams,Marshall,-0.2595368566
John Niupalau,Eastern Michigan,-0.265233929
Isaiah Zuber,Kansas State,-0.2723589587
Keishawn Watson,Western Michigan,-0.2740824309
Izaiah Lottie,New Mexico State,-0.2757902115
Noah Togiai,Oregon State,-0.2790353887
Cole Herdman,Purdue,-0.2792226467
Micah Simon,Brigham Young,-0.2858290255
Desmon White,Texas Christian,-0.2971629627
Matt Bushman,Brigham Young,-0.3020530547
Garrett Johnson,Kentucky,-0.3149965141
Trent Bostick,Charlotte,-0.3156050116
Bailey Gaither,San Jose State,-0.3178325534
JaQuan Blackwell,San Jose State,-0.3233214601
Devin Ross,Colorado,-0.3237385793
K.J. Hill,Ohio State,-0.324185466
Christian Blake,Northern Illinois,-0.3282587968
Keenen Johnson,Tulsa,-0.3293034031
Derrick Willies,Texas Tech,-0.3329768173
OJ Clark,New Mexico State,-0.3364989538
Jaylen Samuels,North Carolina State,-0.3389862865
Shane Tucker,Middle Tennessee State,-0.3404476953
Sam Martin,Miami (OH),-0.3441895358
Thomas Geddis,Cincinnati,-0.3448842319
Ryan Izzo,Florida State,-0.3563596046
Donnie Ernsberger,Western Michigan,-0.3570329357
Ja'Marcus Bradley,Louisiana,-0.3587514636
Damonte Coxie,Memphis,-0.3684515803
Cameron Batson,Texas Tech,-0.3739292897
Caleb Wilson,UCLA,-0.3746771305
Jacob Sannon,Idaho,-0.3752522308
Jay MacIntyre,Colorado,-0.3797915631
Brandon Johnson,Tennessee,-0.3807274906
Chad Beebe,Northern Illinois,-0.3842291866
Chase Claypool,Notre Dame,-0.3859611838
Macan Wilson,Northwestern,-0.3877375158
Garrett Dickerson,Northwestern,-0.3883960337
Deon Stewart,Arkansas,-0.3936061455
Brycen Hopkins,Purdue,-0.3939401001
Tyron Johnson,Oklahoma State,-0.3965227582
Kendrick Edwards,Arkansas State,-0.3967046852
Austin Conway,Wyoming,-0.4011120928
Cameron Odom,Ohio,-0.405947649
Shane Wimann,Northern Illinois,-0.4080600782
Jackson Anthrop,Purdue,-0.4113652182
Tevaris McCormick,Troy,-0.4259470709
Matt Vandeberg,Iowa,-0.4374047568
Kobay White,Boston College,-0.4452493809
Collin Lisa,UAB,-0.4512499688
Anthony Muse,New Mexico State,-0.4652781315
Aleva Hifo,Brigham Young,-0.4655240452
Juwann Winfree,Colorado,-0.4662857752
Luke Timian,Indiana,-0.4678519466
Quay Johnson,East Carolina,-0.4702872292
Danzel Mckinley-Lewis,Toledo,-0.4712114935
Marcus Baugh,Ohio State,-0.4845541113
Da'Mari Scott,Fresno State,-0.4864771352
Quez Watkins,Southern Mississippi,-0.4869227328
Darrell Stewart Jr.,Michigan State,-0.4935502739
Austin Mack,Ohio State,-0.4953478934
Mathew Sexton,Eastern Michigan,-0.4990527251
Flynn Nagel,Northwestern,-0.5008135633
Melvin Vaughn,Old Dominion,-0.5029600462
T.J. Hockenson,Iowa,-0.5031787073
Trenton Irwin,Stanford,-0.5076244956
Austin Proehl,North Carolina,-0.5085050136
Kyle Sweet,Washington State,-0.5128793368
Taysir Mack,Indiana,-0.5177388079
Timmy Hernandez,Oregon State,-0.5184426604
Quin Jernighan,Western Kentucky,-0.5185619466
Jared Murphy,Miami (OH),-0.5195163061
Tyler Petite,USC,-0.5332479128
Pooh Stricklin,Baylor,-0.5340430214
Tyler Hoppes,Nebraska,-0.5374692688
Travis Fulgham,Old Dominion,-0.5643457735
Ray-Ray McCloud,Clemson,-0.5722196482
Johnathan Boone,New Mexico State,-0.5724531864
Braelon Roberts,Utah State,-0.5732393801
Tavin Richardson,Kentucky,-0.5743150115
Charles Nelson,Oregon,-0.5797634919
Malik Stanley,South Alabama,-0.5834971931
Hunter Bryant,Washington,-0.5872315113
Dax Raymond,Utah State,-0.5897522118
DeAndre McNeal,Florida Atlantic,-0.5924432711
Brenden Schooler,Oregon,-0.5932802612
Brandon Powell,Florida,-0.5959588631
Lil'Jordan Humphrey,Texas,-0.5977948289
Joey Magnifico,Memphis,-0.6001851432
CJ Windham,Middle Tennessee State,-0.602199519
Traveon Samuel,Louisville,-0.6066036611
Van Jefferson,Ole Miss,-0.6119944808
Charles Standberry,Louisville,-0.6135135386
Ky'Jon Tyler,Coastal Carolina,-0.6135473788
Darrius Scott,Florida International,-0.6150499085
Isaiah Harper,Old Dominion,-0.6241113359
Gabe Schrade,Texas State,-0.6342220509
Tra'Von Chapman,Akron,-0.6376152869
Jared Pinkney,Vanderbilt,-0.6429171853
Evan Fairs,Kansas,-0.6474898953
Kahale Warring,San Diego State,-0.6564834254
Brady Jones,UTSA,-0.6582545306
OrTre Smith,South Carolina,-0.660176119
Will Dissly,Washington,-0.6646379529
Workpeh Kofa,Charlotte,-0.6694056399
Trestan Ebner,Baylor,-0.6702441273
Sean Modster,Boise State,-0.6711205198
Gregory Phillips,Purdue,-0.6716617336
Jordan Nathan,Utah State,-0.6801081713
Trever Ryen,Iowa State,-0.6807827571
Kamrin Solomon,Florida Atlantic,-0.6808997936
Pharoah McKever,Florida International,-0.6939224811
Whop Philyor,Indiana,-0.6954157631
Chris Taylor,Duke,-0.7004238495
Ben Johnson,Kansas,-0.7106917667
Jeremiah Booker,Kansas,-0.7144031225
Foster Moreau,LSU,-0.7161001998
Julian Williams,Florida International,-0.7194662963
Johnny Johnson III,Oregon,-0.7227765116
Demari Simpkins,Utah,-0.7234112736
Omar Black,Coastal Carolina,-0.724441629
Eric Kumah,Virginia Tech,-0.7254707255
Jordan Thomas,Mississippi State,-0.727333616
Patrick Smith,Middle Tennessee State,-0.7305823937
Jordan Villamin,Oregon State,-0.7437376361
T.J. Watkins,Appalachian State,-0.7453314061
John Johnson,Troy,-0.7507240786
Tyrell Johnson,Arizona,-0.7525249926
Tamir Jones,Georgia State,-0.7544433896
D.J. Brown,Northern Illinois,-0.7563699817
Marlon Watts,Louisiana Tech,-0.7662211831
James Price,Wyoming,-0.777281015
Emanuel Thompson,Troy,-0.7773606474
Armanti Foreman,Texas,-0.7793383664
Ammon Barker,Hawaii,-0.7831549364
Dijon Paschal,Arkansas State,-0.7883087768
Deddrick Thomas,Mississippi State,-0.7986148028
Sean McKeon,Michigan,-0.7987866087
Keyion Dixon,Connecticut,-0.8069820503
Darren Woods Jr,UNLV,-0.8077716122
Austin Maloney,Florida International,-0.8087952912
Ravian Pierce,Syracuse,-0.8101115617
Nigel Carter,Tulsa,-0.8296619506
Grant Perry,Michigan,-0.8296663896
Reggie Hemphill-Mapps,Texas,-0.8308063351
Mark Quattlebaum,Charlotte,-0.8325501852
Dawson Knox,Ole Miss,-0.8350560287
KaVontae Turpin,Texas Christian,-0.840747384
Richie James,Middle Tennessee State,-0.8483189239
Jamire Calvin,Washington State,-0.848507598
Daniel Helm,Duke,-0.8545210907
Malik Henry,Georgia Southern,-0.858157667
Xavier Lane,Western Kentucky,-0.8616020817
Jordan Cunningham,North Carolina,-0.8621071947
Matt Eaton,Iowa State,-0.8674999877
Rueben Mwehla,Idaho,-0.8740096959
Ethan Wolf,Tennessee,-0.8783260987
Dezmon Patmon,Washington State,-0.8833456839
Kendal Keys,UNLV,-0.8907675596
Jaelon Darden,North Texas,-0.9107192803
Johnathan Lloyd,Duke,-0.9117439913
Jonah Trinnaman,Brigham Young,-0.9212824707
Jordan McCray,South Alabama,-0.9233282567
Justin Holmes,San Jose State,-0.9318826339
Eric Cooper,Central Michigan,-0.9382992873
Aaron Fuller,Washington,-0.9432201442
Devin Butler,Syracuse,-0.9555789957
Tre Walker,San Jose State,-0.9584288222
Tyler Watts,Texas State,-0.9625497553
Quayvon Skanes,Connecticut,-0.9649162261
Michael Jacquet,Louisiana,-0.9720174282
Austin Roberts,UCLA,-0.9768428875
Joe Reed,Virginia,-0.9775932361
Lorenzo Joe,Texas,-0.9852495488
Dalton Schultz,Stanford,-0.9964109887
Xavier Brown,Louisiana-Monroe,-1.000734698
Donovan Peoples-Jones,Michigan,-1.003047576
Jeff Smith,Boston College,-1.003270054
Riley Miller,Ball State,-1.008104592
Samson Nacua,Utah,-1.011477242
Ari Werts,Georgia State,-1.014325023
Keelan Ewaliko,Hawaii,-1.019233241
Malik Turner,Illinois,-1.025980673
Isaiah Hodgins,Oregon State,-1.03145404
Mike Dudek,Illinois,-1.03263986
Tony Gaiter IV,Florida International,-1.035933671
Gregory Hogan,New Mexico State,-1.039541772
Donald Gray,Mississippi State,-1.040551998
Jerome Washington,Rutgers,-1.043800315
Greg Campbell Jr.,UTSA,-1.044106218
Chase Harrell,Kansas,-1.055022939
Deondre Farrier,East Carolina,-1.055760676
Chris Davis,New Mexico,-1.062302962
Conner Cramer,New Mexico State,-1.064285265
Evan Butts,Virginia,-1.093323814
Bryce Wolma,Arizona,-1.123961982
Brandon Fritts,North Carolina,-1.126591363
Maurice Ffrench,Pitt,-1.1298947
Josh Oliver,San Jose State,-1.135504271
Tyler Mabry,Buffalo,-1.138160399
Ronnie Turner Jr.,UAB,-1.141514556
Tony Nicholson,Baylor,-1.155544261
Keith Gavin,Florida State,-1.155636524
Matt Sokol,Michigan State,-1.156958231
Jesse Jackson,Mississippi State,-1.165775642
Ventell Bryant,Temple,-1.196974645
Deshaunte Jones,Iowa State,-1.206783617
Talon Shumway,Brigham Young,-1.209035103
Nolan Givan,Ball State,-1.21453418
Kameron McKnight,Louisiana Tech,-1.219472844
Terry Wright,Purdue,-1.226288917
Kelvin Smith,North Texas,-1.226610354
Jaron Johnson,Eastern Michigan,-1.270531617
Tyraiq Beals,Connecticut,-1.28788156
Cameron Green,Northwestern,-1.293952716
Terry Juniel,UTEP,-1.330782694
Dominique Heath,Kansas State,-1.331052177
Troy McCormick,Utah,-1.344220445
Connor Wedington,Stanford,-1.417810267
Marcus Armstrong-Brown,Hawaii,-1.44416996
Tyler Cogswell,Cincinnati,-1.478815793
Isaiah Jones,Southern Mississippi,-1.487977808
Andrew Celis,Nevada,-1.496076175
Jerrod Heard,Texas,-1.505170883
Ryan Schadler,Kansas,-1.519354448
CJ O'Grady,Arkansas,-1.529673839
John Leday,Houston,-1.687836856
Quan Hampton,Kansas,-1.727322982
