Name,School,Score
Andrew Ford,Massachusetts,-1.161322569
Alex McGough,Florida International,-1.191681388
Anthony Jennings,Louisiana,-1.238055498
Conner Manning,Georgia State,-1.289325868
Ryan Willis,Kansas,-1.292078031
Cooper Rush,Central Michigan,-1.304284431
Glen Cuiellette,Tulane,-1.347109422
Maurice Alexander,Florida International,-1.351063908
Ikaika Woolsey,Hawaii,-1.364709032
Johnny Stanton,UNLV,-1.370368413
John Urzua,Middle Tennessee State,-1.511568696
Todd Porter,Eastern Michigan,-1.517668127
Jeff George Jr.,Illinois,-1.545532982
Montell Cozart,Kansas,-1.562138175
Ben Hicks,SMU,-1.632641283
Mike Fafaul,UCLA,-1.700191944
Tyler Jones,Texas State,-1.705054686
Richard Lagow,Indiana,-1.845225676
James Morgan,Bowling Green State,-2.279194622
James Knapke,Bowling Green State,-2.528239192
David Blough,Purdue,-2.780326888
