Name,School,Score
Colin Larmond,Boston College,0.1626659198
David Paulson,Oregon,0.1624803024
Kofi Hughes,Indiana,0.1619099361
Donovan Varner,Duke,0.1558496724
Noel Grigsby,San Jose State,0.1468014892
Austin Franklin,New Mexico State,0.1457557342
David Blackburn,Central Michigan,0.1443082203
Dylan Denso,San Diego State,0.1427450344
Nick Provo,Syracuse,0.1388442382
Dan Buckner,Arizona,0.1309021898
Alex Torres,Texas Tech,0.127202806
Donavon Kemp,UTEP,0.1266426852
Tobias Palmer,North Carolina State,0.1238739762
Drake Dunsmore,Northwestern,0.115524355
Chandler Worthy,Troy,0.1146617406
Mike Scott,Idaho,0.1124873432
Joseph Fauria,UCLA,0.1064639888
Vance McDonald,Rice,0.1040865768
Donte Moncrief,Ole Miss,0.0992081357
Joe Adams,Arkansas,0.09386887501
Lanear Sampson,Baylor,0.09284240399
Antavian Edison,Purdue,0.08491196037
Devon Wylie,Fresno State,0.08378077924
Ryan Griffin,Connecticut,0.07389096462
Jabari Carr,San Jose State,0.06959802685
Tavarese Maye,Louisiana-Monroe,0.05981913873
J.J. Worton,UCF,0.05669526292
Uzoma Nwachukwu,Texas A&amp;M,0.04460378974
Kemonte Bateman,New Mexico State,0.04418869809
Jacob Pedersen,Wisconsin,0.0408026145
David Douglas,Arizona,0.03151653758
Arceto Clark,Mississippi State,0.02403170547
Wilson Van Hooser,Tulane,0.02227980406
Kevin Dorsey,Maryland,0.01886074114
Malcolm Beyah,Middle Tennessee State,0.005169695546
Josh Cooper,Oklahoma State,-0.003840864987
Johnathan Warzeka,Air Force,-0.01018873981
Justin Brown,Penn State,-0.01060160953
Bert Reed,Florida State,-0.01862770784
Harry Peoples,Louisiana,-0.02171028177
L'Damian Washington,Missouri,-0.0249872294
Kasen Williams,Washington,-0.02650493423
Ivan McCartney,West Virginia,-0.03076278995
Devante Parker,Louisville,-0.03334456671
Mike Davis,Texas,-0.03354498404
Briggs Orsbon,Ball State,-0.03608532053
Mike Shanahan,Pitt,-0.03736746042
Stanley Morrison,Utah State,-0.03909453012
Skye Dawson,Texas Christian,-0.05116534565
Kenny Bell,Nebraska,-0.05620290434
Levine Toilolo,Stanford,-0.05628454693
Jeremy Gallon,Michigan,-0.05712888397
Chris McNeill,Wyoming,-0.07085541237
Josh Harper,Fresno State,-0.07101144058
Josh Reese,UCF,-0.07981087447
Reese Wiggins,East Carolina,-0.08020582172
Chris Bynes,North Texas,-0.08965657727
Sterling Griffin,South Florida,-0.0923595588
Terrance Wilkerson,SMU,-0.09500761864
D.J. Coles,Virginia Tech,-0.1014663094
Roy Roundtree,Michigan,-0.1137826293
Shane Anderson,Nevada,-0.1248949955
Allen Hurns,Miami (FL),-0.1277548049
Antavious Wilson,Marshall,-0.1303972755
Christian Green,Florida State,-0.1510227252
Dominque Sullivan,Southern Mississippi,-0.1515559023
Devon Smith,Penn State,-0.1598863447
Josh Lenz,Iowa State,-0.1609239602
Van Chew,Syracuse,-0.1667160417
Jaron Brown,Clemson,-0.1669434933
Der'Rikk Thompson,SMU,-0.1669963262
Wes Kemp,Missouri,-0.1689805683
Evan Rodriguez,Temple,-0.1712483721
Sancho McDonald,Middle Tennessee State,-0.172457485
Chris Gragg,Arkansas,-0.1831191215
Perez Ashford,Northern Illinois,-0.1840556209
Kenbrell Thompkins,Cincinnati,-0.1892880516
Chris Gilbert,Kent State,-0.1959741747
Myles White,Louisiana Tech,-0.1968228791
James Rodgers,Oregon State,-0.1988017535
Taulib Ikharo,Louisiana Tech,-0.1993476326
Kenny Shaw,Florida State,-0.2041071951
Mike Willie,Arizona State,-0.2042515651
Marquelo Suel,Akron,-0.208275435
Dres Anderson,Utah,-0.2148384742
Marquis Maze,Alabama,-0.2170712108
Cody Wilson,Central Michigan,-0.2194255241
Jordan Leslie,UTEP,-0.2214164344
Brelan Chancellor,North Texas,-0.2235126367
Willie Clark,Northern Illinois,-0.2248557543
Brandon Carter,Texas Christian,-0.2301634702
Lou Greenwood,Colorado State,-0.231462942
Marcus Rivers,Buffalo,-0.2343148545
Josh Doctson,Wyoming,-0.2349833109
Isiah Moore,Connecticut,-0.2390351823
James Johnson,Washington,-0.2496138566
Anthony Amos,Middle Tennessee State,-0.2537417049
Chandler Jones,San Jose State,-0.2553510283
Josh Huff,Oregon,-0.2558430503
Tannar Rehrer,Memphis,-0.2603996452
Michael Egnew,Missouri,-0.2698238199
Crockett Gillmore,Colorado State,-0.2709877533
Donte Foster,Ohio,-0.2733297835
Jack Doyle,Western Kentucky,-0.2756128599
Torieal Gibson,Ball State,-0.276392646
Jake Stoneburner,Ohio State,-0.2908275332
Hubert Anyiam,Oklahoma State,-0.2963026257
Zach Ertz,Stanford,-0.3089370882
Garrett Hoskins,Eastern Michigan,-0.3117371994
Nick Olds,Eastern Michigan,-0.3213195092
Josh Chichester,Louisville,-0.3221167481
Gino Crump,Arizona,-0.3284657842
Michaelee Harris,Louisville,-0.329194535
A.J. Guyton,UCF,-0.3295662138
Brandin Cooks,Oregon State,-0.3313017472
Theo Riddick,Notre Dame,-0.3340012935
Terence Davis,Wake Forest,-0.3351772044
Deonte Welch,South Florida,-0.3397874406
Bobby Swigert,Boston College,-0.3402495068
Xavier Rush,Tulane,-0.3413405982
James Hanna,Oklahoma,-0.342978169
Keith Nichol,Michigan State,-0.3467083
Trevor Davis,Hawaii,-0.3493051082
Odell Beckham Jr.,LSU,-0.3510726351
Marquise Goodwin,Texas,-0.3591206926
Chad Bumphis,Mississippi State,-0.3738524601
D.J. Woods,Cincinnati,-0.3744200475
Shaquelle Evans,UCLA,-0.3775109361
D.J. Beshears,Kansas,-0.377797144
Quintin McCree,Maryland,-0.3842984212
Ty Montgomery,Stanford,-0.3951341403
Demetrius Fields,Northwestern,-0.4001925022
Wayne Times,Florida International,-0.4011867924
Ace Sanders,South Carolina,-0.403612304
Devon Brown,West Virginia,-0.4046787649
Mazi Ogbonna,Wyoming,-0.4051384136
Josh Stewart,Oklahoma State,-0.4070696908
Philip Lutzenkirchen,Auburn,-0.4108598405
Jackie Williams,UAB,-0.4156981714
Alex Chisum,Cincinnati,-0.4176435045
Jamill Smith,Ball State,-0.4363855789
Armauni Johnson,Idaho,-0.4396050825
Nickolas Brassell,Ole Miss,-0.4523887129
Jay Smith,North Carolina State,-0.4569333829
Tramaine Thompson,Kansas State,-0.4588743054
Austin Hill,Arizona,-0.4602636025
Brad Smelley,Alabama,-0.4625380653
Michael Bennett,Georgia,-0.46313469
Kyle Efaw,Boise State,-0.4685106208
Quincy McDuffie,UCF,-0.4686149078
Nick Adams,UAB,-0.4708846417
Justyn Shackelford,Tulane,-0.472257158
Ed Young,Buffalo,-0.4778280966
Isaiah Anderson,Oklahoma State,-0.4825778423
Aaron Bradley,Nevada,-0.488696866
Jordan James,Tulsa,-0.4950906352
Cooper Helfet,Duke,-0.5010730179
Kolby Arendse,Nevada,-0.5063118449
Da'Ron Brown,Northern Illinois,-0.5113362723
Cornelius Douglas,Texas Tech,-0.5137633968
Randall Telfer,USC,-0.5148278402
Andy Cruse,Miami (OH),-0.5159909642
Gabe Linehan,Boise State,-0.5261150612
Mitch Burroughs,Boise State,-0.5264496396
Eli Rogers,Louisville,-0.5320680858
Danny Dembry,Wake Forest,-0.5347554887
Kyle Griswould,Middle Tennessee State,-0.536208056
O.J. Ross,Purdue,-0.5395079297
Hubie Graham,Pitt,-0.5398071772
George Bryan,North Carolina State,-0.5433961989
Deon Miller,Temple,-0.5482240047
David Roberts,Arizona,-0.5493666273
Justin Clapp,Hawaii,-0.5521894407
Patrick Hearn,UAB,-0.552398584
Tyshon Goode,Kent State,-0.554555353
Quincy Enunwa,Nebraska,-0.5585133783
Jordan Bishop,Oregon State,-0.5636155837
Isaiah Burse,Fresno State,-0.5805220365
Nolen Smith,UAB,-0.5839070023
Tyler Lockett,Kansas State,-0.5883565731
Matt Furstenberg,Maryland,-0.5914180587
Victor Marc,South Florida,-0.5981923407
Kevonte Martin-Manley,Iowa,-0.6057100543
Chris Owusu,Stanford,-0.6066856497
Joe Jones,Temple,-0.61020332
David Gru,Louisiana Tech,-0.6141016665
T.J. Jones,Notre Dame,-0.614320744
Michael Harrison,Oklahoma State,-0.619944205
Michael Lagrone,Idaho,-0.6201267959
Luke Willson,Rice,-0.623788455
Geraldo Boldewijn,Boise State,-0.6240395707
Andrew Bodenheimer,East Carolina,-0.6245029457
Tim Biere,Kansas,-0.6271262307
Ryan Deehan,Colorado,-0.627451266
Kerry Boykins,Maryland,-0.6319271831
Demetrius Evans,Marshall,-0.6334388918
Willie Snead,Ball State,-0.6342301671
Gary Bush,Purdue,-0.6374922188
Bobby Ratliff,Washington State,-0.6378443061
Justin Siller,Purdue,-0.6382254831
Kevin Wright,Memphis,-0.6404441483
Darian Williams,Florida Atlantic,-0.6404884994
Aaron Horne,Iowa State,-0.653260757
McKay Jacobson,Brigham Young,-0.6592889595
Jamal Miles,Arizona State,-0.6594100282
Robert Herron,Wyoming,-0.661813374
Jacob Younger,Florida International,-0.6639755507
Ryan Hewitt,Stanford,-0.6656395946
Albert Gary,Iowa State,-0.6678689208
Shaun Joplin,Bowling Green State,-0.6691100272
Darius Hanks,Alabama,-0.6691596612
Kevin Koger,Michigan,-0.6729530191
Ivan Delgado,North Texas,-0.6780924092
Mychal Rivera,Tennessee,-0.6884182367
Dominic Rufran,Wyoming,-0.6946311724
J.D. Falslev,Brigham Young,-0.7051696165
Andre Davis,South Florida,-0.7054812265
Adam James,Texas Tech,-0.705777334
Jack Tomlinson,Ball State,-0.7063791661
Danny Webster,East Carolina,-0.7156120248
Anthony Miller,California,-0.7167360167
Tray Session,Nevada,-0.7263320284
Jordan Reed,Florida,-0.728809991
Corey Johnson,Troy,-0.731178036
Josh Bellamy,Louisville,-0.7384553053
Kale Pick,Kansas,-0.741967134
E.J. Smith,Houston,-0.7427989146
Max Milien,Virginia,-0.7534888142
Michael Calvin,California,-0.7571873773
Brian Linthicum,Michigan State,-0.7584854677
Chris Pantale,Boston College,-0.7588153825
Josh Schaffer,Western Michigan,-0.7673701722
Colby Harper,Louisiana-Monroe,-0.7764243647
Kenny Stafford,Toledo,-0.7809303932
Colton Chelf,Oklahoma State,-0.7814039267
Rashad Evans,Fresno State,-0.7840584067
Antoine Hicks,Texas Christian,-0.7854843611
Corbin Louks,Nevada,-0.7942914673
Alex Bayer,Bowling Green State,-0.8005761845
Chris Smith,Mississippi State,-0.8011527834
Jerry Harris,Central Michigan,-0.8121647547
Deonte Thompson,Florida,-0.8256585396
Dorian Graham,Syracuse,-0.8406219454
Marcus Mathews,Brigham Young,-0.8449079067
Matt Roark,Kentucky,-0.8475939212
Damarlo Belcher,Indiana,-0.8482972438
Quron Pratt,Rutgers,-0.8495618352
Jordan Thompson,Ohio,-0.8508386094
Matthew Hurdle,Kent State,-0.8603854104
Eric Monette,Western Michigan,-0.8681199022
Joe Halahuni,Oregon State,-0.8752253306
Taylor Embree,UCLA,-0.8788504407
Tyler Urban,West Virginia,-0.8900324773
Darius Darks,Iowa State,-0.8921697928
Brandon Kinnie,Nebraska,-0.9009982964
Antoine Russell,Akron,-0.9066510777
Evan Landi,South Florida,-0.910680823
Tavarres Jefferson,Middle Tennessee State,-0.9246175527
Deanthony Arnett,Tennessee,-0.9325719215
Chuck Jacobs,Utah State,-0.9347606237
Darius Jennings,Virginia,-0.9349173232
Anthony McCall,Louisiana-Monroe,-0.9446648634
Kirby Moore,Boise State,-0.9555815052
Dejuan Miller,Oklahoma,-0.9664981469
Nexon Dorvilus,Florida Atlantic,-0.9710250154
Justin Albert,Troy,-0.9729692672
Adam Nissley,UCF,-0.9877980703
Joe Kemp,Tulane,-1.003865538
Michael Johnson,UNLV,-1.015839791
Brandon Braxton,Duke,-1.021743454
Joe Martinek,Rutgers,-1.026504503
Alex Amidon,Boston College,-1.038115356
Ty Kirk,New Mexico,-1.047485184
Connor Ryan,Ball State,-1.050089417
Greg Childs,Arkansas,-1.073798354
Jamonne Chester,Indiana,-1.073798354
Bradley Marquez,Texas Tech,-1.083280516
Richard Morrison,Arizona,-1.089541928
Lucas Reed,New Mexico,-1.102336718
Sam Kirkland,Kent State,-1.147914561
Jordan Jenkins,Oregon State,-1.171149115
David Frazier,Miami (OH),-1.178595952
Spencer Harris,Illinois,-1.17969743
Marcus Rucker,Memphis,-1.181445958
Jermaine Kelson,Marshall,-1.202728695
Justin Thompson,Kent State,-1.208448068
Deandre Richardson,Florida Atlantic,-1.221001302
Dre Muhammad,Indiana,-1.233989111
Julio Lopez,UTEP,-1.234035225
C.J. Crawford,Marshall,-1.24476597
Jacoby Franks,Texas Tech,-1.260626172
Joe Womack,East Carolina,-1.267444319
Michael Bowman,East Carolina,-1.267444319
Dallin Rogers,Utah,-1.268095092
Jon Davis,Illinois,-1.283080758
Joe Brown,Colorado State,-1.302938792
Sheldon Smith,Kansas State,-1.337663967
Trey Franks,Oklahoma,-1.353932542
Fred Lee,Buffalo,-1.376451069
Wesley Tate,Vanderbilt,-1.404251706
Derrick Harris,East Carolina,-1.409600121
Rhett Ellison,USC,-1.452265924
Trovon Reed,Auburn,-1.509523382
Jonathan Krause,Vanderbilt,-1.516399258
Luther Ambrose,Louisiana-Monroe,-1.558081937
Jarvis West,Iowa State,-1.71406868
