Name,School,Score
Carter Stanley,Kansas,-0.6926807901
Josh Jackson,Maryland,-0.752829019
Kenyon Oblad,UNLV,-0.7897095391
Jorge Reyna,Fresno State,-0.8311347599
Jack Plummer,Purdue,-0.8579324992
Zach Gibson,Akron,-0.8808869438
Matt Fink,USC,-0.8893706651
Stone Smartt,Old Dominion,-0.8993943219
Matt Myers,Buffalo,-0.9148485527
Tyler Vander Waal,Wyoming,-0.9381167961
Max Duggan,Texas Christian,-0.9458935595
Bailey Hockman,North Carolina State,-0.9716899063
Dorian Thompson-Robinson,UCLA,-0.9921347834
Jordan McCloud,South Florida,-0.9933727481
Jack Abraham,Southern Mississippi,-1.000785851
Quentin Harris,Duke,-1.002139026
James Blackman,Florida State,-1.003209436
Isaiah Green,Marshall,-1.01007108
Randall West,Massachusetts,-1.019587805
Anthony Russo,Temple,-1.027048945
Devon Modster,California,-1.097028334
Austin Kendall,West Virginia,-1.134398237
Andrew Brito,Massachusetts,-1.145295688
Spencer Sanders,Oklahoma State,-1.223946079
Clayton Tune,Houston,-1.2271102
James Graham,Georgia Tech,-1.236903941
Brian Lewerke,Michigan State,-1.269945531
Sawyer Smith,Kentucky,-1.274215725
Hunter Johnson,Northwestern,-1.329262749
Tyrrell Pigrome,Maryland,-1.345160925
Dylan Hopkins,UAB,-1.357579838
Khalil Tate,Arizona,-1.446537709
Cephus Johnson,South Alabama,-1.452593187
Deuce Wallace,Vanderbilt,-1.634579951
Jack Zergiotis,Connecticut,-1.787413945
Josh Adkins,New Mexico State,-2.043737798
Jordan Love,Utah State,-2.101552784
Nick Starkel,Arkansas,-2.209459698
Johnny Langan,Rutgers,-2.384413522
Grant Loy,Bowling Green State,-2.399608604
Tyler Johnston III,UAB,-2.425451371
Aiden Smith,Northwestern,-2.479743928
Tyler Vitt,Texas State,-2.720473312
