Name,School,Score
Lincoln Pare,Arkansas State,0.6685778117
J.D. King,Georgia Southern,0.6647525531
Roschon Johnson,Texas,0.6569222666
Dameon Pierce,Florida,0.6479583646
Mekhi Sargent,Iowa,0.6418018927
Kimani Vidal,Troy,0.6417403614
Marcus Williams Jr.,Appalachian State,0.6359190705
Xazavian Valladay,Wyoming,0.6297009946
Aaron McAllister,Charlotte,0.6252908468
Deon Jackson,Duke,0.6200349197
Chaton Mobley,Middle Tennessee State,0.5728195578
Snoop Connor,Ole Miss,0.5648189138
Kobe Lewis,Central Michigan,0.5646837974
Ricky Person Jr.,North Carolina State,0.546491986
Brian Robinson Jr.,Alabama,0.5336011358
Hassan Haskins,Michigan,0.5283556788
Caleb Huntley,Ball State,0.4941807197
Tucker Gregg,Georgia State,0.4882610269
Trey Smith,Wyoming,0.4829941793
Shedro Louis,Liberty,0.4732840343
Gaej Walker,Western Kentucky,0.4703296096
Jamale Carothers,Navy,0.4629042973
Dezmon Jackson,Oklahoma State,0.4566120219
Carlos Davis,South Alabama,0.4556262388
Oscar Adaway III,North Texas,0.4544535232
Terion Stewart,Bowling Green State,0.43980504
Nate Noel,Appalachian State,0.4340237872
Myles Fells,Navy,0.4204223614
Alexander Horvath,Purdue,0.4114924448
Corey Taylor II,Tulsa,0.3928440378
Jase McClellan,Alabama,0.3885651507
Israel Tucker,Louisiana Tech,0.3747539728
Chase Brown,Illinois,0.3746987481
T.J. Pledger,Oklahoma,0.3724364561
Malcolm Davidson,Florida Atlantic,0.3692604894
Isaih Pacheco,Rutgers,0.3684976157
Xavier White,Texas Tech,0.3621286384
Darwin Barlow,Texas Christian,0.3355267122
Deneric Prince,Tulsa,0.3250904139
Tyhier Tyler,Army,0.3243501096
Jashaun Corbin,Florida State,0.3150939705
Chris Smith,Louisiana,0.2978494485
Jakobi Buchanan,Army,0.2976989597
Tyler Lavine,SMU,0.2963384578
Kevin Perkins,Southern Mississippi,0.276673387
Kendre Miller,Texas Christian,0.2587205034
Andrew Van Buren,Boise State,0.2531271764
Keyon Brooks,Vanderbilt,0.2512969261
Bentavious Thompson,UCF,0.2502525432
Ty Chandler,Tennessee,0.2456536758
Keaton Mitchell,East Carolina,0.2392506719
Jahmyl Jeter,Texas State,0.2297944875
Jamal Jones,Arkansas State,0.2165809058
Gerald Green,Georgia Southern,0.2103947616
Donald Chaney Jr.,Miami (FL),0.1995377918
Kylan Watkins,Memphis,0.1970807792
Johnny Ford,South Florida,0.1901468851
Dontae Smith,Georgia Tech,0.1842760113
Sandon McCoy,Army,0.1839054272
Kyle Porter,Houston,0.1822702707
Keyvone Lee,Penn State,0.1729792932
LD Brown,Oklahoma State,0.1478233978
Amare Jones,Tulane,0.1441473896
Shane Simpson,Virginia,0.1427529965
Mike Epstein,Illinois,0.1287907633
Charles Williams,UNLV,0.1250841697
Kene Nwangwu,Iowa State,0.1239055831
Wayne Taulapapa,Virginia,0.1218245914
Anthony Adkins,Army,0.1211366166
Xavier Williams,Kent State,0.1203367795
James Charles,Florida Atlantic,0.1039732235
C'Bo Flemister,Notre Dame,0.09910172328
Deamonte Trayanum,Arizona State,0.09819019688
Jalen Mitchell,Louisville,0.09104078906
Deon McIntosh,Washington State,0.08848191967
La'Damian Webb,Florida State,0.07518854639
Malik Davis,Florida,0.04958115443
Marquez Cooper,Kent State,0.04872209188
Harrison Waylee,Northern Illinois,0.04414553883
Devonte Lee,Nevada,0.04205448585
Tyjae Spears,Tulane,0.0412776813
Kelley Joiner Jr.,South Florida,0.0393848631
Dedrick Mills,Nebraska,0.03786659123
Christian Anderson,Army,0.03510628289
Brian Battie,South Florida,0.01960194461
Michael Wiley,Arizona,0.01875160224
Evan Hull,Northwestern,0.0005793077174
Rodrigues Clark,Memphis,-0.001707272064
John Emery Jr.,LSU,-0.01205560797
Jaylen Warren,Utah State,-0.01720552318
Chez Mellusi,Clemson,-0.02880747661
Tre Siggers,North Texas,-0.02956930348
Shermari Jones,Coastal Carolina,-0.03961622953
Tyrion Davis-Price,LSU,-0.04962971724
Cam Porter,Northwestern,-0.05089027991
Sean Tyler,Western Michigan,-0.07938431545
Sheldon Evans,Marshall,-0.08584943403
CJ Verdell,Oregon,-0.09255529651
Cam Wiley,Minnesota,-0.09485435339
Haaziq Daniels,Air Force,-0.09912533978
B.J. Smith,Troy,-0.110976517
Kay'ron Adams,Rutgers,-0.1191898941
Sean McGrew,Washington,-0.1278736824
Josh Johnson,Louisiana-Monroe,-0.1302078777
Craig Williams,Baylor,-0.1327976614
Tre Harbison,Charlotte,-0.1337759335
Jaxson Kincaide,Western Michigan,-0.1360538645
Jo'quavious Marks,Mississippi State,-0.140200982
Keaontay Ingram,Texas,-0.1657841592
Israel Abanikanda,Pitt,-0.1662811547
Jemel Jones,Army,-0.1711681658
Deshaun Fenwick,South Carolina,-0.1797252992
Dae Dae Hunter,Hawaii,-0.1828979259
Kenny McIntosh,Georgia,-0.1950332879
Trestan Ebner,Baylor,-0.1981072542
Nay'quan Wright,Florida,-0.1993974691
Jordan Mason,Georgia Tech,-0.203172733
Nathaniel Jones,New Mexico,-0.2124378152
T.K. Wilkerson,Tulsa,-0.2154656418
Jordan Byrd,San Diego State,-0.216608471
Jaylan Knighton,Miami (FL),-0.2169697758
Chance Bell,San Diego State,-0.2349357076
Dillon Johnson,Mississippi State,-0.2380488479
Kairee Robinson,San Jose State,-0.2455607443
Darius Boone Jr.,Eastern Michigan,-0.2485590309
Tye Evans,Ball State,-0.2593408806
Alec Sinkfield,West Virginia,-0.264250631
Shaun Peterson Jr,Florida International,-0.2699804974
Jalen Berger,Wisconsin,-0.2759116493
Miles Reed,Hawaii,-0.2818385278
Jamious Griffin,Georgia Tech,-0.2836688653
Dominic Richardson,Oklahoma State,-0.2980092642
Knowledge McDaniel,Marshall,-0.3010858111
Garrett Groshek,Wisconsin,-0.3047729141
Velton Gardner,Kansas,-0.3194111408
D.J. Williams,Auburn,-0.3195546325
Gary Brightwell,Arizona,-0.3272639045
Nathaniel Peat,Stanford,-0.3279084092
Marcus Major,Oklahoma,-0.3282685038
Henry Parrish Jr.,Ole Miss,-0.3438766441
Bryan Bradford,Kent State,-0.3509571317
Jordan Mims,Fresno State,-0.3649631907
Tahj Brooks,Texas Tech,-0.3667256432
Devyn Ford,Penn State,-0.37418977
Rakeem Boyd,Arkansas,-0.3762309975
Jamontez Woods,Troy,-0.3788454354
Darius Maberry,Southern Mississippi,-0.3803228812
Cooper Lutz,Syracuse,-0.3804408335
Vavae Malepeai,USC,-0.3810903649
Raheem Blackshear,Virginia Tech,-0.3827487316
Jalen Holston,Virginia Tech,-0.3896080367
Matthew Murla,Air Force,-0.4072323787
TJ McDaniel,SMU,-0.4124926092
Jakairi Moses,Western Kentucky,-0.4248246117
Jamyest Williams,Georgia State,-0.4255655307
Asa Martin,Memphis,-0.4365329969
Erin Collins,Northern Illinois,-0.4409444192
Daijun Edwards,Georgia,-0.4442968278
Ronald Awatt,UTEP,-0.4519218051
Travis Levy,Boston College,-0.4524306758
Johnny Langan,Rutgers,-0.4730542534
Kaegun Williams,San Diego State,-0.4871712946
Harry Trotter,Kansas State,-0.4879405011
Will Jones,Ball State,-0.5009930285
Re'Mahn Davis,Temple,-0.501595057
Micah Kelly,Toledo,-0.5105268732
Kamari Pleasant,Washington,-0.5124389385
Drake Anderson,Northwestern,-0.5149030819
Caziah Holmes,Penn State,-0.516166821
Daniel Hishaw Jr.,Kansas,-0.5199967497
Tayvon Ruley,Temple,-0.5242237444
Chance Warren,Navy,-0.5266467635
Shaun Shivers,Auburn,-0.5375843328
Brenden Brady,UTSA,-0.5609202748
Kavosiey Smoke,Kentucky,-0.5684601192
Andrew Clair,Bowling Green State,-0.5718401374
A.J. Davis,Pitt,-0.5727362777
B.J. Daniels,UTSA,-0.57307682
Will Levis,Penn State,-0.5737557957
Hassan Hall,Louisville,-0.5776966289
Lyn-J Dixon,Clemson,-0.5805969543
Nick Nash,San Jose State,-0.5917050029
Justin Tomlin,Georgia Southern,-0.5963781799
Emari Demercado,Texas Christian,-0.5964935154
Maurice Burkley,Louisville,-0.6014310609
Nakia Watson,Wisconsin,-0.6073850454
Samson Evans,Eastern Michigan,-0.6175855096
Marquavius Weaver,Memphis,-0.6204881076
Richard Newton,Washington,-0.6311069389
Connor Heyward,Michigan State,-0.6419543297
Markese Stepp,USC,-0.6425805352
Isaiah Bowser,Northwestern,-0.6462846481
Kadin Remsberg,Air Force,-0.6465090955
Justin Henderson,Louisiana Tech,-0.6609111936
Jermaine Brown Jr.,UAB,-0.6703889359
Pooka Williams,Kansas,-0.6784668077
Darien Rencher,Clemson,-0.6898007704
Kendall Milton,Georgia,-0.6951001541
Matt Laroche,Georgia Southern,-0.6955250657
Stephen Carr,USC,-0.6956868168
A'Jon Vivens,Colorado State,-0.7009976421
Mulbah Car,Houston,-0.7115932661
Jordan Houston,North Carolina State,-0.7268264102
Tim Baldwin Jr.,Indiana,-0.750005621
Boogie Knight,Akron,-0.7650753507
Timothy Jackson,Air Force,-0.7729749549
Damien Moore,California,-0.7843603123
Marcel Dancy,California,-0.7971735739
Leonard Parker,South Florida,-0.8045504149
Khalan Griffin,Rice,-0.8110226587
Warren Bryan,Air Force,-0.8342344059
Juma Otoviano,Rice,-0.8529451685
Cade Barnard,Army,-0.8597981143
Jordon Simmons,Michigan State,-0.8615710545
B.J. Baylor,Oregon State,-0.8665500607
John Lovett,Baylor,-0.8703387883
Blake Corum,Michigan,-0.873168692
Devonta'e Henry-Cole,Utah State,-0.8817452416
Nic Smith,North Texas,-0.8835496051
Terrion Avery,South Alabama,-0.8845556325
Joshua Fields,UTEP,-0.8862085421
Greg Garner,Louisiana Tech,-0.9009273584
Marcus McElroy,Colorado State,-0.9083609392
Ja'Veon Marlow,Vanderbilt,-0.9166007234
Xavier Arline,Navy,-0.9362739799
Mitchell Pryor,Vanderbilt,-0.9394932763
Marcel Murray,Arkansas State,-0.9578401117
Daniyel Ngata,Arizona State,-0.967671639
Charles McClelland,Cincinnati,-0.9711454163
Bryson Carroll,New Mexico,-0.9831243269
Troy Henderson,Liberty,-0.9841253354
Javy McDonald,Middle Tennessee State,-0.9865042483
Justice Ellison,Wake Forest,-0.9906276952
Ryan Graham,Arkansas State,-0.9912716199
John Rhys Plumlee,Ole Miss,-0.9952956732
Trey Sanders,Alabama,-0.99701153
Chandler Smith,Houston,-1.00921214
Jared Wilson,South Alabama,-1.01348709
Kelan Walker,Houston,-1.031966108
Jabari Small,Tennessee,-1.045788971
Devin Brumfield,Utah,-1.048718814
Trevon Raymore,Bowling Green State,-1.053941907
Bryson Denley,Bowling Green State,-1.058070417
Dominique Shoffner,Charlotte,-1.066910779
Amauri Pesek-Hickson,Kansas,-1.077002242
DK Billingsley,Troy,-1.078082975
B.J. Emmons,Florida Atlantic,-1.08613649
Pat Garwo III,Boston College,-1.128961148
Qualan Jones,Baylor,-1.129826609
Chris Curry,LSU,-1.134052495
Don Ragsdale,Southern Mississippi,-1.142758907
British Brooks,North Carolina,-1.148498464
Daimarqua Foster,Texas Christian,-1.181283413
Jamauri Wakefield,Vanderbilt,-1.187119477
Aaron Young,Rutgers,-1.188174239
Josh Williams,LSU,-1.200790588
Isaiah Phillips,Louisiana-Monroe,-1.219228191
Christopher Brooks,California,-1.223442173
Kevin Davis,Miami (OH),-1.227237567
Ari Broussard,Rice,-1.261999125
Ellis Merriweather,Massachusetts,-1.276624814
Sampson James,Indiana,-1.292148231
Jaren Mangham,Colorado,-1.352338417
Rocko Griffin,Vanderbilt,-1.370349537
Elelyon Noa,Utah State,-1.384506935
Ronnie Walker Jr.,Virginia,-1.40212262
Elijah Collins,Michigan State,-1.415504492
Jawhar Jordan,Syracuse,-1.427430677
Marvin Scott III,Nebraska,-1.447774376
Dalen Morris,Navy,-1.516153953
Markenzy Pierre,Syracuse,-1.52992768
