Name,School,Score
DaeSean Hamilton,Penn State,0.3115053126
Malcome Kennedy,Texas A&amp;M,0.3087817021
John Ross,Washington,0.2925370313
Devon Hughes,Buffalo,0.290624094
Bucky Hodges,Virginia Tech,0.2851911405
Casey Pierce,Kent State,0.2785385556
Ryan Burbrink,Bowling Green State,0.274600524
Austin Hill,Arizona,0.2709676913
Shane Wynn,Indiana,0.2664821317
James Quick,Louisville,0.2648484333
J.J. Worton,UCF,0.2610610567
Speedy Noil,Texas A&amp;M,0.258568183
Jalin Marshall,Ohio State,0.2500800757
Corey Robinson,Notre Dame,0.2456460152
Lucky Whitehead,Florida Atlantic,0.2381848702
Juwan Brescacin,Northern Illinois,0.2378308215
Bryce Treggs,California,0.2342412499
Charles Lovett,Colorado State,0.2334799483
Travis Rudolph,Florida State,0.2312407943
Eric Judge,San Diego State,0.2265697704
Antwane Grant,Western Kentucky,0.2112317445
C.J. Prosise,Notre Dame,0.2085751415
David Washington,Old Dominion,0.1892000119
Trevor Davis,California,0.1827013057
Mitchell Henry,Western Kentucky,0.1809392539
Tevaun Smith,Iowa,0.1743140687
Hasaan Henderson,Nevada,0.1640631443
Victor Bolden,Oregon State,0.1638325031
Nigel King,Kansas,0.1605300596
Jalen Claiborne,Wyoming,0.1524045122
Chase Cochran,Ohio,0.1466165824
Joe Morrow,Mississippi State,0.1391788836
Johnny Holton,Cincinnati,0.1383283475
Steven Scheu,Vanderbilt,0.1138995343
C.J. Duncan,Vanderbilt,0.1131251451
Allen Lazard,Iowa State,0.1115997134
David Glidden,Oklahoma State,0.1056695308
Bryan Holmes,Troy,0.1014252382
Matt Miller,Boise State,0.09926635257
Edward Pope,Texas A&amp;M,0.09835196063
Keanon Lowe,Oregon,0.09787639439
Jamir Tillman,Navy,0.09696483144
Josiah Price,Michigan State,0.09594146243
Jarrod West,Syracuse,0.09480760184
Marcus Henry,Middle Tennessee State,0.09474919603
Jerico Richardson,Nevada,0.08910316121
Shane Williams-Rhodes,Boise State,0.08880301434
Joe Hansley,Colorado State,0.08651377195
Lynquez Blair,Georgia State,0.08239532865
Jimmay Mundine,Kansas,0.07828491529
Tyler Winston,San Jose State,0.07826606488
D'Vario Montgomery,Iowa State,0.07807975223
Quinton Pedroza,Hawaii,0.07751106024
Keiwone Malone,Memphis,0.07612792157
Zach Trujillo,Kansas State,0.0671496921
Quinshad Davis,North Carolina,0.065346782
Nick Jones,South Carolina,0.06299259791
Jesus Wilson,Florida State,0.04368666653
Mitchell Juergens,Brigham Young,0.03573930503
Deandrew White,Alabama,0.005824127834
Der'Rikk Thompson,SMU,0.00461347601
Kaelin Clay,Utah,0.004528812839
Tyreese Russell,Eastern Michigan,0.0004676298545
Jaydon Mickens,Washington,-0.003664747268
Paul Turner,Louisiana Tech,-0.005466705852
Bo Hines,North Carolina State,-0.01059250698
Simms McElfresh,Appalachian State,-0.01182020339
Josh Magee,UAB,-0.03599403145
Dres Anderson,Utah,-0.0559965843
Jordan Thompson,West Virginia,-0.06808233741
Darius Phillips,Western Michigan,-0.07423220306
Steve Ishmael,Syracuse,-0.07624751973
Cam Serigne,Wake Forest,-0.08127232487
Hunter Henry,Arkansas,-0.08912964216
Quan Bray,Auburn,-0.09731473368
Nick Harwell,Kansas,-0.1071604196
Jenson Stoshak,Florida Atlantic,-0.1096810418
Ezell Ruffin,San Diego State,-0.1107351827
Chris Brown,Notre Dame,-0.1112484376
Xavier Williams,Colorado State,-0.1157206113
Durron Neal,Oklahoma,-0.1157804848
Sam Martin,Miami (OH),-0.116258846
E.J. Bibbs,Iowa State,-0.1184320644
Demarco Robinson,Kentucky,-0.1186196085
David Grinnage,North Carolina State,-0.120796054
Booker Mays,Arkansas State,-0.1217906146
Cam Phillips,Virginia Tech,-0.1243069025
Charles Nelson,Oregon,-0.1254440025
Scott Harding,Hawaii,-0.1258508034
Geremy Davis,Connecticut,-0.1324884136
Marcus Smith,North Texas,-0.1352677403
Eli Rogers,Louisville,-0.1401120947
Eric Frohnapfel,Marshall,-0.1403581198
Richy Turner,Nevada,-0.1456685982
Gerald Christian,Louisville,-0.1578706392
Tevin Jones,Memphis,-0.1595189942
Kenneth Scott,Utah,-0.1646376697
Ty Montgomery,Stanford,-0.1654421595
Sam Arneson,Wisconsin,-0.16571699
Joel Ruiz,Georgia State,-0.17765107
E.J. Scott,Wake Forest,-0.1778805218
Westlee Tonga,Utah,-0.1795422093
Dominic Rufran,Wyoming,-0.1915277495
Deon Long,Maryland,-0.1917737404
Nicholas Norris,Western Kentucky,-0.192139903
Alan Cross,Memphis,-0.1964182151
Ronald Butler,Utah State,-0.2047543615
Ryan Timmons,Kentucky,-0.2059147589
Pig Howard,Tennessee,-0.2059416288
Shaq Roland,South Carolina,-0.2073849887
Justin Olack,Toledo,-0.2117838258
Zach D'Orazio,Akron,-0.215141804
Markese Triplett,Southern Mississippi,-0.2160356643
Jalen Williams,Massachusetts,-0.2170775441
Danny Woodson Jr.,South Alabama,-0.2192413765
Amara Darboh,Michigan,-0.2255807702
Austin Hooper,Stanford,-0.2279630917
Marcus McGill,Buffalo,-0.2280526566
Aaron Peck,Fresno State,-0.2284352798
Damond Powell,Iowa,-0.2290177921
Eldridge Massington,UCLA,-0.2295342969
J.D. McKissic,Arkansas State,-0.2318665938
Joel German,Western Kentucky,-0.2321890776
Quinton Dunbar,Florida,-0.2407531321
Montez McGuire,Appalachian State,-0.2468242184
Mose Frazier,Memphis,-0.2519722284
Justyn Shackleford,Tulane,-0.2589030241
Darius White,Missouri,-0.2633515622
Demornay Pierson-El,Nebraska,-0.2675808117
Tanner Gentry,Wyoming,-0.2683170202
Von Pearson,Tennessee,-0.2698027068
Jason Croom,Tennessee,-0.2699922597
Shay Fields,Colorado,-0.2721952268
L.T. Smith,Akron,-0.2733712873
Tyler McCulloch,Colorado,-0.2748288055
Malcolm Johnson,Mississippi State,-0.2756061045
Max Morrison,Cincinnati,-0.2792769368
Marquise Ricard,Southern Mississippi,-0.283933022
Sterling Griffin,Louisiana Tech,-0.2912548012
Greg Watson,Fresno State,-0.2967493039
Jerrel Brown,New Mexico State,-0.2986929519
Michael Bennett,Georgia,-0.3139945625
Alex Deleon,Florida Atlantic,-0.3156952554
Damiere Byrd,South Carolina,-0.3253170224
Ricky Seals-Jones,Texas A&amp;M,-0.3283085694
Ed'Marques Batties,Middle Tennessee State,-0.3288959509
Kyle Prater,Northwestern,-0.3327799194
Reginald Davis,Texas Tech,-0.360116751
Mykel Traylor-Bennett,Akron,-0.3606550796
Gehrig Dieter,Bowling Green State,-0.3607793089
Deon Butler,Central Michigan,-0.3624401583
Bra'Lon Cherry,North Carolina State,-0.3634353769
George Farmer,USC,-0.3727527288
Marcus Leak,Maryland,-0.3848695916
Joseph Matthews,New Mexico State,-0.3861182187
Devin Clarke,Middle Tennessee State,-0.3861352136
Jafus Gaines,Texas State,-0.390955675
Richard Montgomery,Idaho,-0.3925040392
Miles Gooch,Virginia,-0.3928634332
Jhajuan Seales,Oklahoma State,-0.399509641
Josh Bordner,Boston College,-0.4010993582
Daikiel Shorts,West Virginia,-0.4078224467
Hunter Jarmon,Oregon State,-0.4090595871
Dontre Wilson,Ohio State,-0.4110637376
Kevonte Martin-Manley,Iowa,-0.4139628777
Casey Martin,Southern Mississippi,-0.4164028162
Dylan Cantrell,Texas Tech,-0.418076964
Ian Sadler,Texas Tech,-0.4192599124
Macgarrett Kings Jr.,Michigan State,-0.4213042797
B.J. Johnson,Georgia Southern,-0.4273023184
Jaxon Shipley,Texas,-0.4325402008
A.J. Derby,Arkansas,-0.435294309
Hansel Wilson,San Jose State,-0.4411283044
Rickey Galvin,Washington State,-0.4413639413
Bruce Natson,Utah State,-0.4420597081
Amir Carlisle,Notre Dame,-0.4425277316
Darius Powe,California,-0.4431391754
Bug Howard,North Carolina,-0.4472124149
Jabari Carr,San Jose State,-0.4472297895
Noel Thomas,Connecticut,-0.4474928693
Jake Duzey,Iowa,-0.4503402753
Sebastian Smith,Ohio,-0.4599513633
Jake Roh,Boise State,-0.4708800945
Germone Hopper,Clemson,-0.471719323
Jesse James,Penn State,-0.4803494628
Chandler Worthy,Troy,-0.4803679397
Trey Griffey,Arizona,-0.4824621055
Joshua Perkins,Washington,-0.4833600565
Rodney Adams,South Florida,-0.4866134495
Kennard Backman,UAB,-0.490348343
Dennis Parks,Rice,-0.4919242446
Marquez North,Tennessee,-0.4927245279
Andrew Vollert,San Jose State,-0.4972630468
Ty Slanina,Texas Christian,-0.4976899859
Hunter Lee,Louisiana Tech,-0.4996457881
Max McCaffrey,Duke,-0.5022267799
Gregory Hogan,New Mexico State,-0.5023808007
Jameon Lewis,Mississippi State,-0.5109230416
Bryce Williams,East Carolina,-0.5110540691
James Butler,Louisiana,-0.5122873096
Tim Crawley,San Jose State,-0.5160990483
David Porter,Texas Christian,-0.5180556963
Michael Rector,Stanford,-0.5194754769
Nick Vannett,Ohio State,-0.5207008717
Chris Godwin,Penn State,-0.5207614099
Hyleck Foster,Marshall,-0.5358279946
Marken Michel,Massachusetts,-0.5383062492
Deshon Foxx,Connecticut,-0.5475623593
Zach Wright,Rice,-0.5614602903
Kishon Wilcher,Toledo,-0.5803624874
Darreus Rogers,USC,-0.5808547384
Brandon Smith,Texas State,-0.5836619412
Aregeros Turner,Northern Illinois,-0.584677905
Kendal Keys,UNLV,-0.5905274052
Darion Griswold,Arkansas State,-0.5997308595
Martize Barr,Illinois,-0.6058941512
Dan Vitale,Northwestern,-0.6119078447
Alex Welch,Miami (OH),-0.6150032772
Ricardo Louis,Auburn,-0.6175187517
Jordan Reid,Ohio,-0.6260102922
Melvin Vaughn,Old Dominion,-0.6309037936
Lloyd Mills,San Diego State,-0.6326097948
Rannell Hall,UCF,-0.6379859206
Quincy Adeboyejo,Ole Miss,-0.6427930251
D.D. Goodson,Colorado,-0.6495982662
Maika Mataele,UNLV,-0.6519961649
Joshua Atkinson,Tulsa,-0.6623014655
Cameron Dickerson,Northwestern,-0.6674586227
Aaron Burbridge,Michigan State,-0.6678917899
Ben Ijah,Texas State,-0.6694552247
Devin Mahina,Brigham Young,-0.6718046974
Steven Walker,Colorado State,-0.6735762893
Connor Hamlett,Oregon State,-0.6785417473
Jarred Gipson,Nevada,-0.6886978858
Bradley Miller,Texas State,-0.6912887813
Kai De La Cruz,Louisville,-0.6916056712
Tyler Baker,Washington State,-0.6977277591
Delvon Hardaway,Fresno State,-0.7145792672
Garrett Johnson,Kentucky,-0.7215117339
Herb Waters,Miami (FL),-0.7328156768
Demarcus Ayers,Houston,-0.7337219226
Jacob Martinez,Buffalo,-0.7384116071
C.J. Best,Texas State,-0.7385538718
Ben Koyack,Notre Dame,-0.7391438458
Justin Podrabsky,Idaho,-0.750057319
Robert Lewis,Washington State,-0.7575622479
Jerell Adams,South Carolina,-0.7623205191
Braxton Berrios,Miami (FL),-0.7710365827
Andre Patton,Rutgers,-0.7854959657
Jereme Jones,South Alabama,-0.7878938049
Jake Maulhardt,Wyoming,-0.7900320161
Marcus Johnson,Texas,-0.7924634645
Jack Tabb,North Carolina,-0.7940230738
Craig Wilkins,Marshall,-0.801879812
Jared Crump,Wake Forest,-0.8086619692
Teddy Veal,Tulane,-0.8090523936
Nate Phillips,Arizona,-0.8140189846
J.P. Holtz,Pitt,-0.8191826388
Al-Damion Riles,Louisiana,-0.8261997078
Marcellus Mack,UTSA,-0.8360921528
Anthony Rice,Central Michigan,-0.8391298259
Matt James,Wake Forest,-0.8429031745
Levi Norwood,Baylor,-0.8466986862
Terenn Houk,Brigham Young,-0.8471065633
Janarion Grant,Rutgers,-0.8534848372
Latevius Rayford,Vanderbilt,-0.8539135128
David Morgan,UTSA,-0.8577741676
Andrew Pratt,Akron,-0.8579424962
Bishop Louie,Tulsa,-0.8625607443
Devin Fuller,UCLA,-0.8641355658
Alex Chisum,Cincinnati,-0.8750295649
Kody Cook,Kansas State,-0.8804938932
Dan Crimmins,Boston College,-0.8897521264
Ben Lewis,Syracuse,-0.8902433991
Jacob Sannon,Idaho,-0.8904143977
Mike McFarland,South Florida,-0.9027210304
Rory Anderson,South Carolina,-0.9033032909
Deon Watson,Idaho,-0.9041727433
Maurice Harris,California,-0.9135268383
Chris Shillings,Ball State,-0.9177225697
Marquez Valdes-Scantling,North Carolina State,-0.9195449006
Bryce Bobo,Colorado,-0.9195906789
Ernest Calhoun,Kent State,-0.9214249884
Darius Joseph,SMU,-0.9214555159
Taylor Barnhill,UNLV,-0.9303323918
Zach Walker,Georgia Southern,-0.9307083174
Jimmy Williams,East Carolina,-0.9357865104
Johnathan Alston,North Carolina State,-0.9391423519
Adam Shapiro,New Mexico State,-0.9415325884
Darius Terrell,North Texas,-0.9423532676
Boone Niederhofer,Texas A&amp;M,-0.9438920198
John Tsimis,Rutgers,-0.9439744146
Tony Jones,Northwestern,-0.9475016024
Malcolm Mitchell,Georgia,-0.951747679
Daniel Spencer,Houston,-0.9660875978
Gabe Fuselier,Louisiana,-0.9804055824
Maudrecus Humphrey,UAB,-0.9824348815
Charles Jones,Tulane,-0.9827853151
Ray Hamilton,Iowa,-0.9845425751
Autrey Golden,UTEP,-1.006493522
Joshua Bowen,New Mexico State,-1.006582686
Jake Butt,Michigan,-1.009522661
Deonte Welch,South Florida,-1.013638718
Devonte Robinson,Utah State,-1.016838975
Malik Turner,Illinois,-1.017659654
Willie Byrn,Virginia Tech,-1.018601381
Jarvis West,Iowa State,-1.034950397
Tyler Kroft,Rutgers,-1.045959501
Justin Sinz,Purdue,-1.053478326
Roderick Proctor,Memphis,-1.056051753
Malcolm Lewis,Miami (FL),-1.058260756
Justin McCay,Kansas,-1.068836588
Kris White,Kent State,-1.071088572
Landon Smith,Ohio,-1.082815766
Mossi Johnson,UCLA,-1.084896913
Randall Telfer,USC,-1.08531684
Josh Malone,Tennessee,-1.090190632
Chad Beebe,Northern Illinois,-1.094858483
Kasen Williams,Washington,-1.09977979
Anthony Williams,UNLV,-1.102666093
Michiah Quick,Oklahoma,-1.114087271
Diandre Campbell,Washington,-1.118209217
Wyatt Houston,Utah State,-1.131315833
Nick Stoner,Indiana,-1.136099697
Devin Lucien,UCLA,-1.138188871
Davon Grayson,East Carolina,-1.138442109
Davonte' Neal,Arizona,-1.148201574
Dondre Daley,Iowa State,-1.155823777
Caleb Smith,Oregon State,-1.158810532
Ryan Malleck,Virginia Tech,-1.174168245
Conner Floyd,Tulsa,-1.189020105
D.J. Thompson,Southern Mississippi,-1.189698565
David Richards,Arizona,-1.196064998
Fransohn Bickley,Akron,-1.204809225
Tyler Williams,Akron,-1.206325463
Johnell Barnes,Duke,-1.206652434
B.J. Chitty,Troy,-1.253146807
Dustin Creel,Eastern Michigan,-1.263001952
Damon Bullock,Iowa,-1.263661043
Imani Davis,Akron,-1.276860315
Heath Jackson,Bowling Green State,-1.278994712
Josh Boyle,Kent State,-1.285630027
Wayne Beadle,Houston,-1.288703691
Sean Culkin,Missouri,-1.317848611
Ethan Wolf,Tennessee,-1.322229303
Corey Lacanaria,Ball State,-1.336412885
Aaron Grubb,UTSA,-1.376368002
Miles Shuler,Northwestern,-1.441334441
John Christopher,Temple,-1.442988374
Kam Jones,UTSA,-1.446613418
Deion Sanders Jr.,SMU,-1.452162181
Stacy Coley,Miami (FL),-1.473817661
Gabe Myles,Mississippi State,-1.483440433
Stephen Nelson,SMU,-1.493716805
Adam Humphries,Clemson,-1.509538204
K.D. Edenfield,Troy,-1.635019811
