Name,School,Score
M.J. Rivers II,Illinois,-0.4371888562
Anthony Brown,Boston College,-0.4449671728
JT Daniels,USC,-0.4664013288
Alex Thomson,Marshall,-0.48579923
Rocky Lombardi,Michigan State,-0.4907487242
Tommy Devito,Syracuse,-0.5252888876
Nathan Elliott,North Carolina,-0.5303289223
Jason Shelley,Utah,-0.6274958682
Marcus Childers,Northern Illinois,-0.6321404059
Isaiah Green,Marshall,-0.6435173229
Jarret Doege,Bowling Green State,-0.6516325939
Ty Gangi,Nevada,-0.6538807396
N'Kosi Perry,Miami (FL),-0.6668337
Collin Hill,Colorado State,-0.6793427658
McLane Carter,Texas Tech,-0.7381628497
Josh Love,San Jose State,-0.7388801773
Wiley Green,Rice,-0.7728601615
Peyton Ramsey,Indiana,-0.7935571333
Evan Shirreffs,Charlotte,-0.7979469482
Jake Bentley,South Carolina,-0.8892272441
Zack Annexstad,Minnesota,-0.8943705491
Max Gilliam,UNLV,-0.8988027385
Shawn Robinson,Texas Christian,-0.9507637778
Steven Duncan,Western Kentucky,-0.9705213368
Clayton Thorson,Northwestern,-0.9889029862
Andre Nunez,Louisiana,-1.034607735
Brandon Jones,UTEP,-1.066826806
Chris Robison,Florida Atlantic,-1.067950979
Deondre Francois,Florida State,-1.075799338
Tony Poljan,Central Michigan,-1.180213263
Luke Skipper,Tulsa,-1.198459218
Tyler Johnston III,UAB,-1.204818572
David Pindell,Connecticut,-1.223042844
Malik Rosier,Miami (FL),-1.273167755
Chase Garbers,California,-1.292069732
Drew Plitt,Ball State,-1.301279787
Brandon Wimbush,Notre Dame,-1.319175383
Ty Storey,Arkansas,-1.414237176
AJ Bush,Illinois,-1.416646724
Matt Romero,New Mexico State,-1.458950781
Brian Lewerke,Michigan State,-1.53635734
Reid Herring,East Carolina,-1.646792463
Alex Hornibrook,Wisconsin,-1.651728814
Shawn Stankavage,Rice,-1.697398561
Brandon McIlwain,California,-1.775585264
Anthony Russo,Temple,-1.777736297
Tyler Vitt,Texas State,-1.866773407
Jawon Pass,Louisville,-1.902229823
Kai Locksley,UTEP,-1.978247951
Sheriron Jones,New Mexico,-2.226526443
Stephen Calvert,Liberty,-2.520367867
Tommy Lazzaro,Central Michigan,-2.826528151
Artur Sitkowski,Rutgers,-4.710528667
