Name,School,Score
Drue Jackson,Texas State,-1.104102436
Jonathan Hodoh,Louisiana-Monroe,-1.104102436
Sean Ryan,West Virginia,-1.112634422
Landon Wolf,Oklahoma State,-1.121431181
Sean Shaw Jr.,Iowa State,-1.129057101
Andrew Parchment,Kansas,-1.141593483
Emmanuel Logan-Greene,New Mexico,-1.165137544
Terrance Dixon,Georgia State,-1.203652341
Craig Burt Jr.,Western Kentucky,-1.216735521
Barrett Banister,Missouri,-1.220465268
Jordan Myers,Rice,-1.225054769
Gavin Holmes,Baylor,-1.236617051
Brant Kuithe,Utah,-1.254853452
Antoine Robinson,Southern Mississippi,-1.28449558
Rondale Moore,Purdue,-1.286269736
Daniel Crawford,Northern Illinois,-1.289443059
Josh Fleeks,Baylor,-1.300504159
Cee Jay Powell,Louisiana Tech,-1.31202017
Jordan Whittington,Texas,-1.314263346
Aron Cruickshank,Rutgers,-1.318636975
Daniel Bellinger,San Diego State,-1.330854997
Melquan Stovall,Nevada,-1.34231864
Melquise Stovall,Hawaii,-1.391224972
Dayton Wade,Western Kentucky,-1.458057653
Koy Moore,LSU,-1.496686299
