Name,School,Score
Christian Kirk,Texas A&amp;M,0.8424639476
Jordan Leggett,Clemson,0.8213203039
James Gardner,Miami (OH),0.8160944263
Demetris Robertson,California,0.7939228057
Josh Stewart,UTSA,0.7825164862
Cam Phillips,Virginia Tech,0.7677314737
Noel Thomas,Connecticut,0.7641647101
Olabisi Johnson,Colorado State,0.7631925256
Tre'Quan Smith,UCF,0.7606276461
Devin Gray,Cincinnati,0.7594778292
Daikiel Shorts,West Virginia,0.7544931355
Taj Williams,Texas Christian,0.7500973726
Ishmael Zamora,Baylor,0.7486385978
Micah Holder,San Diego State,0.7462007573
Chance Allen,Houston,0.7456231706
Donald Gray,Mississippi State,0.7081973593
Ricky Jones,Indiana,0.6780604823
Stacy Coley,Miami (FL),0.6679954754
Damore'ea Stringfellow,Ole Miss,0.6659407761
Andy Isabella,Massachusetts,0.6578303526
Wyatt Demps,Nevada,0.6518920362
Steven Sims Jr.,Kansas,0.6495834222
R.J. Shelton,Michigan State,0.6473765164
Devonte Boyd,UNLV,0.6337343775
Linell Bonner,Houston,0.6334095938
Adam Breneman,Massachusetts,0.620786175
Bucky Hodges,Virginia Tech,0.6112892366
Malik Turner,Illinois,0.5977836611
Tim Patrick,Utah,0.5912668147
Drew Wolitarsky,Minnesota,0.5888679265
Blake Mack,Arkansas State,0.5760861149
Cole Hikutini,Louisville,0.5718260978
Kerry Thomas,UTSA,0.5686342695
Stephen Louis,North Carolina State,0.5620835226
Jalen Williams,Massachusetts,0.5514241611
Michael Clark,Marshall,0.5467644027
Chico McClatcher,Washington,0.5342505827
D.J. Moore,Maryland,0.5230130964
Isaiah McKenzie,Georgia,0.511009319
Ty Lee,Middle Tennessee State,0.5018106879
Thomas Owens,Florida International,0.5012474752
Jalen McCleskey,Oklahoma State,0.4978878182
Carrington Thompson,Western Michigan,0.4937217049
Deon Watson,Idaho,0.4865894514
Phil Mayhue,Memphis,0.4705653506
Austin Duke,Charlotte,0.4677998118
Travis Fulgham,Old Dominion,0.4600976382
Corey Jones,Toledo,0.4580733892
Rodney Adams,South Florida,0.4549679805
Kalib Woods,Florida Atlantic,0.4339006127
Dylan Cantrell,Texas Tech,0.429026447
Jauan Jennings,Tennessee,0.4264750531
Kevonn Mabon,Ball State,0.4234678166
Jacob Hollister,Wyoming,0.4207094828
Deondre Douglas,Troy,0.4202100319
Gerald Everett,South Alabama,0.4165165653
KeeSean Johnson,Fresno State,0.4115355233
Scott Orndoff,Pitt,0.4040607019
Tavares Martin Jr.,Washington State,0.3972918318
Mike Gesicki,Penn State,0.3957845567
Jhajuan Seales,Oklahoma State,0.3936426887
Byron Pringle,Kansas State,0.389776702
Calvin Ridley,Alabama,0.3892615569
Kendall Sanders,Arkansas State,0.381681306
James Proche,SMU,0.3808740908
Jordan Lasley,UCLA,0.3723168828
Jazz Peavy,Wisconsin,0.3707556283
Trey Hartley,San Jose State,0.361814215
Keith Kirkwood,Temple,0.3611211504
Shaedon Meadors,Appalachian State,0.3530260469
River Cracraft,Washington State,0.3520066638
Mark Andrews,Oklahoma,0.3475136994
Jamire Jordan,Fresno State,0.3418286129
Emanuel Thompson,Troy,0.3316801035
Jake Maulhardt,Wyoming,0.3233450843
Steven Dunbar,Houston,0.3217983834
Devin Ross,Colorado,0.3151979183
Michael Henry,Western Michigan,0.310175038
Garrett Johnson,Kentucky,0.2983043628
Cameron Batson,Texas Tech,0.2962869122
Kevin Stepherson,Notre Dame,0.2890898515
Justin Hobbs,Tulsa,0.279529781
Chris Platt,Baylor,0.2681335811
Darren Carrington,Oregon,0.263674643
Jamari Staples,Louisville,0.2577095912
Rokeem Williams,Miami (OH),0.2575941833
Deshaunte Jones,Iowa State,0.2564641795
Austin Wolf,Akron,0.2537548764
Darren Andrews,UCLA,0.2467427199
Justin Holmes,San Jose State,0.2321833306
Antonio Callaway,Florida,0.221180234
Shun Brown,Arizona,0.2140658564
Ervin Phillips,Syracuse,0.2124453293
Tyler Conklin,Central Michigan,0.2094032265
Deontay Burnett,USC,0.2085108925
Kelvin Harmon,North Carolina State,0.2029096763
Marquez Valdes-Scantling,South Florida,0.2019313426
Jordan Reid,Ohio,0.1882453281
Jamir Tillman,Navy,0.1836773526
Darreus Rogers,USC,0.1825210204
Olamide Zaccheaus,Virginia,0.1796877713
Dieuly Aristilde,Eastern Michigan,0.1796544902
Adonis Jennings,Temple,0.1703201678
Jared Cornelius,Arkansas,0.1563479142
Dennis Andrews,Middle Tennessee State,0.1552192293
Terren Encalade,Tulane,0.14430894
Deebo Samuel,South Carolina,0.1418311262
Kahlil Lewis,Cincinnati,0.1359501015
Cole Freytag,UTEP,0.1335817832
Auden Tate,Florida State,0.1290909037
Raelon Singleton,Utah,0.1238858415
Devin Duvernay,Texas,0.1216861792
N'Keal Harry,Arizona State,0.1117536324
Nyqwan Murray,Florida State,0.1070347797
Hayden Plinke,UTEP,0.1039890449
Jordan Westerkamp,Nebraska,0.09842526335
Mark Chapman,Central Michigan,0.09639919311
Aaron Peck,Fresno State,0.09492803728
Malachi Dupre,LSU,0.09271862235
B.J. Johnson,Georgia Southern,0.09091300311
D.J. Chark,LSU,0.08917389154
Bryan Edwards,South Carolina,0.08901429757
Jordan Frysinger,Idaho,0.0843618832
Laquvionte Gonzalez,Kansas,0.08340985883
Doni Dowling,Virginia,0.07430359825
RJ Turner,Louisiana-Monroe,0.06946693783
Jared Murphy,Miami (OH),0.06428246328
Tim White,Arizona State,0.06170124217
Drew Morgan,Arkansas,0.06108960749
Ka'Raun White,West Virginia,0.05870202017
Austin Proehl,North Carolina,0.05178432097
Kevin Kutchera,South Alabama,0.04874847515
Jaylen Samuels,North Carolina State,0.04207508768
Al-Damion Riles,Louisiana,0.03265343751
Xavier Brown,Louisiana-Monroe,0.02475908932
Trent Cowan,Idaho,0.02384603135
John Ursua,Hawaii,0.008597963593
Ron'Quavion Tarver,Utah State,-0.007377571208
O.J. Howard,Alabama,-0.00810464461
Chris Lacy,Oklahoma State,-0.009510752854
Tony Stevens,Auburn,-0.01835203094
Andre Patton,Rutgers,-0.01937761512
Mitchell Paige,Indiana,-0.02009044379
Brandon Reilly,Nebraska,-0.02101476488
Mason Schreck,Buffalo,-0.02202147133
Keenan Barnes,Louisiana,-0.04136575236
Noah Brown,Ohio State,-0.0439378141
Tim Crawley,San Jose State,-0.04627529546
Josh Knight,Marshall,-0.04629075327
Glenn Smith,Georgia State,-0.05743513806
Johnathon Johnson,Missouri,-0.0576594138
JJ Arcega-Whiteside,Stanford,-0.06371575459
Caleb Scott,Vanderbilt,-0.06958754282
Hunter Renfrow,Clemson,-0.07549611247
D.J. Thompson,Southern Mississippi,-0.08492466315
Dimetrios Mason,Missouri,-0.08591445023
Tevaris McCormick,Troy,-0.09504453744
Nate Iese,UCLA,-0.09554111909
Torii Hunter Jr,Notre Dame,-0.1033868926
Dondre Daley,Iowa State,-0.1145855819
Jake Butt,Michigan,-0.119810928
Charles Nelson,Oregon,-0.1228809761
Temi Alaka,Rice,-0.1244713662
Riley McCarron,Iowa,-0.1332647194
Kenneth Walker III,UCLA,-0.1401634409
Elijah King,Texas State,-0.1480988453
Pharaoh Brown,Oregon,-0.1611026633
Alonzo Moore,Nebraska,-0.1691252777
Tyree McCants,South Florida,-0.1725332525
Jonnu Smith,Florida International,-0.1747780368
Hayden Hurst,South Carolina,-0.1861624057
Tyrain Taylor,New Mexico State,-0.18751418
T.J. Rahming,Duke,-0.1899220523
Jehu Chesson,Michigan,-0.1903768405
Troy Fumagalli,Wisconsin,-0.2027293687
Bra'Lon Cherry,North Carolina State,-0.2187289974
DaeSean Hamilton,Penn State,-0.2232683703
Marcus McGill,Buffalo,-0.2267545944
Teldrick Morgan,Maryland,-0.2319602305
Donnie Corley,Michigan State,-0.2344213333
Ricky Jeune,Georgia Tech,-0.2358095125
Thaddeous Thompson,North Texas,-0.2365577426
Nigel Kilby,Eastern Michigan,-0.2382545344
Bryce Bobo,Colorado,-0.2500046326
Jaelan Austin,Texas Christian,-0.2525551252
Cam Serigne,Wake Forest,-0.2546593987
DeAndre Thompkins,Penn State,-0.2600998382
Antoine Porter,Eastern Michigan,-0.2765380318
Michael Walker,Boston College,-0.2807362075
John Diarse,Texas Christian,-0.2815987899
Trey Griffey,Arizona,-0.2832103406
Van Jefferson,Ole Miss,-0.2870966014
Artavis Scott,Clemson,-0.2872750295
Jawuan Harris,Rutgers,-0.2899825481
Justin Hunt,Marshall,-0.2917819962
Dontre Wilson,Ohio State,-0.2992921633
Teo Redding,Bowling Green State,-0.3012729297
Victor Bolden,Oregon State,-0.3193855575
T.L. Ford,Charlotte,-0.3218401978
Stanley Morgan Jr.,Nebraska,-0.3281405535
Bilal Marshall,Purdue,-0.3309770931
John Mundt,Oregon,-0.3388258807
Ja'Marcus Bradley,Louisiana,-0.3417880219
Christian Blake,Northern Illinois,-0.3421258416
Jalen Brown,Oregon,-0.3425420909
Lucky Jackson,Western Kentucky,-0.3464741197
Stantley Thomas,Florida International,-0.3468977175
Dorian Leonard,Texas,-0.3520525809
Robert Ruiz,Colorado State,-0.3540301625
Johnathan Boone,New Mexico State,-0.3544631785
Brisly Estime,Syracuse,-0.3559105786
Damon Hazelton Jr,Ball State,-0.3647319017
Trent Sherfield,Vanderbilt,-0.371278364
Ernest Calhoun,Kent State,-0.3751887012
Myles Campbell,Georgia Southern,-0.3768152208
Ari Werts,Georgia State,-0.376982956
A.J. Brown,Ole Miss,-0.3781665119
Cameron Echols-Luper,Arkansas State,-0.3811026683
Quay Johnson,East Carolina,-0.3821313477
Nick Kurtz,Brigham Young,-0.3873648722
Steve Ishmael,Syracuse,-0.3944273944
John Niupalau,Eastern Michigan,-0.3964371768
Tabari Hines,Wake Forest,-0.3998138556
George Kittle,Iowa,-0.4003845508
Ryan Smith,Miami (OH),-0.4007208287
Nacarius Fant,Western Kentucky,-0.4013836751
Workpeh Kofa,Charlotte,-0.4042980024
Armanti Foreman,Texas,-0.4046487404
Korey Robertson,Southern Mississippi,-0.4147295745
Isaiah Jones,Southern Mississippi,-0.4147301249
Nate Cole,Cincinnati,-0.4206134944
Deon-Tay McManus,Marshall,-0.4247629063
Ronnie Moore,Bowling Green State,-0.4282213613
Anthony Nash,Duke,-0.4431745687
Josiah Price,Michigan State,-0.4447509046
Jeremy Sprinkle,Arkansas,-0.4498284239
Tommy Sweeney,Boston College,-0.4545830505
Rayshad Lewis,Utah State,-0.4571625895
Jordan Akins,UCF,-0.4655984027
Kyle Sweet,Washington State,-0.4701933667
Quincy Adeboyejo,Ole Miss,-0.4712746483
Blake Lynch,Baylor,-0.472285627
Robert Wheelwright,Wisconsin,-0.4757560065
Robert Lewis,Washington State,-0.4874640547
Blake Jarwin,Oklahoma State,-0.4894525233
Jaleel Scott,New Mexico State,-0.4928197102
Speedy Noil,Texas A&amp;M,-0.4951727804
Nate Phillips,Arizona,-0.4979167226
Nyheim Hines,North Carolina State,-0.5002899487
Emanuel Hall,Missouri,-0.5008989456
Kameron McKnight,Louisiana Tech,-0.5099999413
C.J. Johnson,Wyoming,-0.5101517902
Deante Burton,Kansas State,-0.511201219
Isaac Nauta,Georgia,-0.5164095466
Patrick Smith,Middle Tennessee State,-0.519704901
Keeon Johnson,Virginia,-0.5246243917
Dijon Paschal,Arkansas State,-0.5298263892
Matt Vandeberg,Iowa,-0.5323276547
Gregory Hogan,New Mexico State,-0.533137144
Daniel Imatorbhebhe,USC,-0.5331921508
Callen Hightower,Idaho,-0.5346415113
Flynn Nagel,Northwestern,-0.5441902359
Jacorey Warrick,Texas,-0.5510852093
C.J. Conrad,Kentucky,-0.5531266966
Colby Pearson,Brigham Young,-0.553984937
Daniel Montiel,Memphis,-0.5599777874
Cortez Lewis,Wake Forest,-0.5599979303
Shane Wimann,Northern Illinois,-0.5622602026
Aregeros Turner,Northern Illinois,-0.5732571105
Jay MacIntyre,Colorado,-0.5734718308
Ryan Yurachek,Marshall,-0.5736115895
Michael Rector,Stanford,-0.5766694951
Geno Lewis,Oklahoma,-0.5828790852
Trenton Irwin,Stanford,-0.5864248934
Dominique Heath,Kansas State,-0.5878189448
Levern Jacobs,Maryland,-0.5984327913
Brady Jones,UTSA,-0.6037553089
David Wells,San Diego State,-0.6056140027
Turner Smiley,North Texas,-0.6067476003
Jesus Wilson,Florida State,-0.6106189582
Thurman Morbley,Texas State,-0.6131073816
Melquise Stovall,California,-0.615215146
Ian Sadler,Texas Tech,-0.6182431396
Chris Murray,Arkansas State,-0.6269735403
Evan Moeai,Utah,-0.6296347094
Garrett Dickerson,Northwestern,-0.6336032757
Ray-Ray McCloud,Clemson,-0.6343991133
Jerminic Smith,Iowa,-0.6375642898
Kylen Granson,Rice,-0.6415734811
C.J. Duncan,Vanderbilt,-0.6442841259
Frederick Gammage,Arizona State,-0.6455790112
Montay Crockett,Georgia Southern,-0.6462915281
Jordan Veasy,California,-0.6485961918
Izaiah Lottie,New Mexico State,-0.6548287067
Seth Collins,Oregon State,-0.6609284172
Jalen Harvey,Arizona State,-0.6631949207
Brandon Childress,Central Michigan,-0.6692163281
Marcus Green,Louisiana-Monroe,-0.6708080887
Dylan Collie,Hawaii,-0.6950121377
Keith Rucker,Georgia State,-0.6978157003
Collin Johnson,Texas,-0.6982825486
Deondre Farrier,East Carolina,-0.7046133643
Kermit Whitfield,Florida State,-0.7064774672
Bug Rivera,California,-0.706607472
Christopher Herndon IV,Miami (FL),-0.7104328489
Trever Ryen,Iowa State,-0.7121645638
Kyle Belack,Ohio,-0.7183809707
John Johnson,Troy,-0.7209681252
Chaz Anderson,Boise State,-0.7278132221
Xavier Castille,SMU,-0.7369267757
Macan Wilson,Northwestern,-0.7414254751
Cole Herdman,Purdue,-0.7489183175
Daniel Hurd,Memphis,-0.7496458256
Kalija Lipscomb,Vanderbilt,-0.7510688734
Ricky Seals-Jones,Texas A&amp;M,-0.7511014698
Bernard Davis,Massachusetts,-0.7566847482
Cory Butler,Utah,-0.7617875108
C.J Sanders,Notre Dame,-0.7821966217
Nick Basquine,Oklahoma,-0.7831373956
Cameron Posey,Purdue,-0.7844578121
Marquez McNair,UTSA,-0.7895833955
Alfonso Onunwor,Idaho,-0.7952811041
Monty Madaris,Michigan State,-0.7974130652
Jared Pinkney,Vanderbilt,-0.8107443239
Jerrod Heard,Texas,-0.8145833145
Corey Lacanaria,Ball State,-0.8157028854
Tyrone Williams,South Alabama,-0.8165782963
Andrew Celis,Nevada,-0.8187253136
DeAndre Goolsby,Florida,-0.8204196817
Domonique Young,Purdue,-0.8230839437
Brodrick Yancy,Temple,-0.828117994
Tyler McCloskey,Houston,-0.8438242449
Dameon Gamblin,New Mexico,-0.8438581341
Gabe Schrade,Texas State,-0.8503421735
Barrett Burns,Appalachian State,-0.8504975703
Taylor Oldham,UCF,-0.85727202
Todd Boyd,Georgia State,-0.8689058798
Mitchell Juergens,Brigham Young,-0.8739444426
Jonah Trinnaman,Brigham Young,-0.8743223963
Brandon Powell,Florida,-0.8749592173
Jacob Sannon,Idaho,-0.8843006685
Terry Godwin,Georgia,-0.8970062556
Malik Dear,Mississippi State,-0.8981186641
Thomas Jackson,North Carolina,-0.8994776667
Malcolm Robinson,Buffalo,-0.8994781469
Henry Bussey,Florida Atlantic,-0.9046536146
Marcus Baugh,Ohio State,-0.9046536146
Jovon Durante,West Virginia,-0.9047914549
Johnathan Lloyd,Duke,-0.9076980843
Darnell Mooney,Tulane,-0.914858364
Justin Hardee,Illinois,-0.9155731408
Devin Lauderdale,Texas Tech,-0.9170912327
Charlie Callinan,Boston College,-0.9224791649
Kevin Crosby,South Carolina,-0.9238239858
Eddie Sinegal,UTEP,-0.9253957942
Wyatt Houston,Utah State,-0.9261113991
Darrius Scott,Florida International,-0.9275134635
Chris Taylor,Duke,-0.9317703477
Jaquil Capel,Appalachian State,-0.9348348468
Tee Goree,North Texas,-0.9386165504
Hergy Mayala,Connecticut,-0.9386273405
Jake Oliver,Texas,-0.9439691543
Demornay Pierson-El,Nebraska,-0.9511940546
Moroni Laulu-Pututau,Brigham Young,-0.9531732236
Ethan Wolf,Tennessee,-0.9545666648
Andrew Scanlan,Northwestern,-0.9590798525
Erich Schneider,Duke,-0.9597935239
Tyler Cameron,Florida Atlantic,-0.962640477
Daniel Helm,Duke,-0.9856810724
Andrew Rodriguez,Utah State,-0.9861007086
Emanuel Byrd,Marshall,-0.9887159758
Kenny Buyers,North Texas,-0.992683773
Jordan Villamin,Oregon State,-0.9948736382
Keenen Johnson,Tulsa,-1.005310732
Zach Wright,Rice,-1.006997295
Vic Wharton,California,-1.00905863
Hasaan Henderson,Nevada,-1.023884462
Tyler Watts,Texas State,-1.028037574
Connor Cella,Rice,-1.043978976
Sean Culkin,Missouri,-1.049710162
KaVontae Turpin,Texas Christian,-1.051745058
George Aston,Pitt,-1.051802622
Jerico Richardson,Nevada,-1.061100466
Travin Dural,LSU,-1.071614738
Ajalen Holley,Louisiana-Monroe,-1.076502451
Alex Bachman,Wake Forest,-1.090029844
Zach Grant,Illinois,-1.091100369
Ryan Timmons,Kentucky,-1.102130104
Shakiem Barbel,Kansas,-1.123988201
OJ Clark,New Mexico State,-1.128436021
Jabryce Taylor,UTSA,-1.138283652
Melvin Vaughn,Old Dominion,-1.139282201
Desmon White,Texas Christian,-1.139970278
Chuck Wade,Wake Forest,-1.164441708
Jason Croom,Tennessee,-1.166837505
Eric Luna,Texas State,-1.175435748
Eddie Daugherty,Eastern Michigan,-1.209902582
Dalton Schultz,Stanford,-1.228525432
Austin Maloney,Florida International,-1.229691663
Steven Mitchell,USC,-1.235144414
Isaiah Zuber,Kansas State,-1.297536467
Eli Stove,Auburn,-1.331033974
D'Eriq King,Houston,-1.342888485
Isaiah Johnson-Mack,Washington State,-1.371935182
John Thompson,Washington State,-1.372347773
Raekwon James,Kent State,-1.379359927
Marquis Zimmerman,Bowling Green State,-1.406336715
Ryan Davis,Auburn,-1.424662818
Jordan Hogue,Ball State,-1.431943794
Deltron Hopkins,Appalachian State,-1.48697155
