Name,School,Score
Michael Rocco,Virginia,-0.769379721
Bryan Ellis,UAB,-0.7708301257
Robert Marve,Purdue,-0.7835839048
Chris Masson,Louisiana,-0.8550811651
Teddy Bridgewater,Louisville,-0.8569065143
Tommy Rees,Notre Dame,-0.8963894774
Rakeem Cato,Marshall,-0.9204890433
Nick Lamaison,UTEP,-0.9238134506
Corey Robinson,Troy,-0.9338434459
Gary Nova,Rutgers,-0.9829747171
Logan Kilgore,Middle Tennessee State,-1.006348611
Larry Smith,Vanderbilt,-1.059432398
Clayton Moore,Akron,-1.10605228
Chris Relf,Mississippi State,-1.117711074
David Ash,Texas,-1.199625537
Danny O'Brien,Maryland,-1.211065044
Jordan Webb,Kansas,-1.243973344
Jordan Rodgers,Vanderbilt,-1.254229071
Ryan Radcliff,Central Michigan,-1.288123737
Morgan Newton,Kentucky,-1.298186407
J.J. McDermott,SMU,-1.328109014
Brian Reader,Idaho,-1.520835375
Kawaun Jakes,Western Kentucky,-1.557188272
Dominique Davis,East Carolina,-1.597008244
Steele Jantz,Iowa State,-1.605168389
Rob Bolden,Penn State,-1.811967656
Sean Mannion,Oregon State,-1.823963614
Stephen Garcia,South Carolina,-1.84381615
Zack Stoudt,Ole Miss,-2.144382394
Graham Wilbert,Florida Atlantic,-2.910374587
